chrom	start	end	cn	bias	valid
X	7800000	7850000	1.0416689800537864	1.938055852953578	True
X	7850000	7900000	1.0416689800537864	1.983488442406974	True
X	7900000	7950000	1.0416689800537864	0.973044926961974	True
X	7950000	8000000	1.0416689800537864	0.866624460054935	True
X	8000000	8050000	1.0416689800537864	0.8537606450873244	True
X	8050000	8100000	1.0416689800537864	0.9199537813733931	True
X	8100000	8150000	1.0416689800537864	0.7648425355090999	True
X	8150000	8200000	1.0416689800537864	1.000260627895407	True
X	8200000	8250000	1.0416689800537864	0.8352772546311694	True
X	8250000	8300000	1.0416689800537864	1.0740010366553931	True
X	8300000	8350000	1.0416689800537864	0.9716756715585414	True
X	8350000	8400000	1.0416689800537864	0.983432462763601	True
X	8400000	8450000	1.0416689800537864	0.8403966520767965	True
X	8450000	8500000	1.0416689800537864	0.8593890023578686	True
X	8500000	8550000	1.0416689800537864	0.9421357058712876	True
X	8550000	8600000	1.0416689800537864	1.0821444417201462	True
X	8600000	8650000	1.0416689800537864	0.8885480577739213	True
X	8650000	8700000	1.0416689800537864	1.0446863311527117	True
X	8700000	8750000	1.0416689800537864	1.111373793255622	True
X	8750000	8800000	1.0416689800537864	0.9554491545540106	True
X	8800000	8850000	1.0416689800537864	1.1094312595638285	True
X	8850000	8900000	1.0416689800537864	0.9589374905121183	True
X	8900000	8950000	1.0416689800537864	1.115322228957021	True
X	8950000	9000000	1.0416689800537864	0.932707946349148	True
X	9000000	9050000	1.0416689800537864	0.9395410085464295	True
X	9050000	9100000	1.0416689800537864	0.9583077503951972	True
X	9100000	9150000	1.0416689800537864	1.03796768159686	True
X	9150000	9200000	1.0416689800537864	1.03036974588451	True
X	9200000	9250000	1.0416689800537864	0.9900216738522044	True
X	9250000	9300000	1.0416689800537864	1.0198420057836446	True
X	9300000	9350000	1.0416689800537864	1.1228626894964016	True
X	9350000	9400000	1.0416689800537864	1.2076099762385015	True
X	9400000	9450000	1.0416689800537864	1.0864311655792165	True
X	9450000	9500000	1.0416689800537864	0.871106343415778	True
X	9500000	9550000	1.0416689800537864	0.8522201109160941	True
X	9550000	9600000	1.0416689800537864	0.9266301420874146	True
X	9600000	9650000	1.0416689800537864	0.8968508949676974	True
X	9650000	9700000	1.0416689800537864	1.002634262836421	True
X	9700000	9750000	1.0416689800537864	0.8829473324705874	True
X	9750000	9800000	1.0416689800537864	1.0405535817347167	True
X	9800000	9850000	1.0416689800537864	0.9449552378423116	True
X	9850000	9900000	1.0416689800537864	0.8966518205279503	True
X	9900000	9950000	1.0416689800537864	0.9488978487644352	True
X	9950000	10000000	1.0416689800537864	1.0532259681126401	True
X	10000000	10050000	1.0416689800537864	0.9715242297891146	True
X	10050000	10100000	1.0416689800537864	0.87410962565035	True
X	10100000	10150000	1.0416689800537864	1.0355251320452328	True
X	10150000	10200000	1.0416689800537864	1.0477758239062416	True
X	10200000	10250000	1.0416689800537864	0.9392832841393624	True
X	10250000	10300000	1.0416689800537864	0.9731495156498609	True
X	10300000	10350000	1.0416689800537864	1.1380581749219478	True
X	10350000	10400000	1.0416689800537864	1.0239833940840615	True
X	10400000	10450000	1.0416689800537864	1.0663946483158513	True
X	10450000	10500000	1.0416689800537864	1.0354171267787613	True
X	10500000	10550000	1.0416689800537864	1.1294886622742635	True
X	10550000	10600000	1.0416689800537864	1.208480928410996	True
X	10600000	10650000	1.0416689800537864	1.0006334902835394	True
X	10650000	10700000	1.0416689800537864	1.0274434129202303	True
X	10700000	10750000	1.0416689800537864	0.7610731595192254	True
X	10750000	10800000	1.0416689800537864	0.5	True
X	10800000	10850000	1.0416689800537864	0.9826429506211509	True
X	10850000	10900000	1.0416689800537864	0.8363553891781391	True
X	10900000	10950000	1.0416689800537864	0.9908878639256137	True
X	10950000	11000000	1.0416689800537864	1.7015366304905788	True
X	11000000	11050000	1.0416689800537864	1.6220629303783067	True
X	11050000	11100000	1.0416689800537864	1.7385992462352493	True
X	11100000	11150000	1.0416689800537864	1.983488442406974	True
X	11150000	11200000	1.0416689800537864	1.7170486121936561	True
X	11200000	11250000	1.0416689800537864	1.790434527531106	True
X	11250000	11300000	1.0416689800537864	1.7551974684698695	True
X	11300000	11350000	0.0039084282990677	1.0	False
X	11350000	11400000	0.0039084282990677	1.0	False
X	11400000	11450000	0.0039084282990677	1.0	False
X	11450000	11500000	0.0039084282990677	1.0	False
X	11500000	11550000	0.0039084282990677	1.0	False
X	11550000	11600000	0.0039084282990677	1.0	False
X	11600000	11650000	0.0039084282990677	1.0	False
X	11650000	11700000	1.6965443725809364	0.5186878711136802	True
X	11700000	11750000	1.6965443725809364	1.1306524194662588	True
X	11750000	11800000	1.6965443725809364	1.1739761227756715	True
X	11800000	11850000	1.6965443725809364	1.1897788270475937	True
X	11850000	11900000	1.6965443725809364	1.098570961706667	True
X	11900000	11950000	1.6965443725809364	1.0543578038967347	True
X	11950000	12000000	1.6965443725809364	1.1532043494948647	True
X	12000000	12050000	1.6965443725809364	1.1072010234876974	True
X	12050000	12100000	1.6965443725809364	1.2226374930162396	True
X	12100000	12150000	1.6965443725809364	1.0596610148866104	True
X	12150000	12200000	1.6965443725809364	1.1489249822931191	True
X	12200000	12250000	1.6965443725809364	1.1082819264800692	True
X	12250000	12300000	1.6965443725809364	1.111544375450365	True
X	12300000	12350000	1.6965443725809364	1.1331661488077158	True
X	12350000	12400000	1.6965443725809364	1.1302941790862309	True
X	12400000	12450000	1.6965443725809364	1.0328441450785946	True
X	12450000	12500000	1.6965443725809364	1.1203842248112152	True
X	12500000	12550000	1.6965443725809364	1.020057593594619	True
X	12550000	12600000	1.6965443725809364	1.2600156801173965	True
X	12600000	12650000	1.6965443725809364	1.3463862069001946	True
X	12650000	12700000	1.6965443725809364	1.167345031150846	True
X	12700000	12750000	1.6965443725809364	1.3088461778394	True
X	12750000	12800000	2.2859585115241443	0.9308114121830704	True
X	12800000	12850000	2.2859585115241443	1.1115529910814246	True
X	12850000	12900000	2.2859585115241443	0.9269095903814315	True
X	12900000	12950000	2.2859585115241443	1.0602386193581044	True
X	12950000	13000000	2.2859585115241443	1.0133387493988217	True
X	13000000	13050000	2.2859585115241443	1.1224787913850214	True
X	13050000	13100000	2.2859585115241443	1.0128369564701365	True
X	13100000	13150000	2.2859585115241443	1.1555465899103528	True
X	13150000	13200000	2.2859585115241443	0.9845682500126177	True
X	13200000	13250000	2.2859585115241443	1.0083502267801054	True
X	13250000	13300000	2.2859585115241443	1.1487736562838866	True
X	13300000	13350000	2.2859585115241443	1.0204635327738047	True
X	13350000	13400000	2.2859585115241443	1.0742516688057635	True
X	13400000	13450000	2.2859585115241443	1.0861379512149494	True
X	13450000	13500000	2.2859585115241443	1.008252944518003	True
X	13500000	13550000	2.2859585115241443	1.104861175767512	True
X	13550000	13600000	2.2859585115241443	0.9662883988830888	True
X	13600000	13650000	2.2859585115241443	0.9942870474398509	True
X	13650000	13700000	2.2859585115241443	1.196345719949287	True
X	13700000	13750000	2.2859585115241443	1.03237812591439	True
X	13750000	13800000	2.2859585115241443	1.055046692849042	True
X	13800000	13850000	2.2859585115241443	1.098724669416462	True
X	13850000	13900000	2.2859585115241443	0.9571459414638104	True
X	13900000	13950000	2.2859585115241443	1.0617344312141181	True
X	13950000	14000000	2.2859585115241443	0.9110517074311845	True
X	14000000	14050000	2.2859585115241443	0.8880211473035288	True
X	14050000	14100000	2.2859585115241443	1.1335110505257482	True
X	14100000	14150000	2.2859585115241443	0.8745329162555284	True
X	14150000	14200000	2.2859585115241443	1.0024712714172745	True
X	14200000	14250000	2.2859585115241443	0.9181621313042684	True
X	14250000	14300000	2.2859585115241443	1.0199041164330946	True
X	14300000	14350000	2.2859585115241443	0.9590459285628682	True
X	14350000	14400000	2.2859585115241443	0.9546202023947326	True
X	14400000	14450000	2.2859585115241443	0.9259066373585959	True
X	14450000	14500000	2.2859585115241443	1.0600459412797918	True
X	14500000	14550000	2.2859585115241443	1.0166509054268358	True
X	14550000	14600000	2.2859585115241443	0.9035375908169836	True
X	14600000	14650000	2.2859585115241443	0.8907409316487278	True
X	14650000	14700000	2.2859585115241443	1.0731753907859132	True
X	14700000	14750000	2.2859585115241443	1.0006868694781856	True
X	14750000	14800000	2.2859585115241443	0.9972815955143676	True
X	14800000	14850000	2.2859585115241443	1.0317711257386966	True
X	14850000	14900000	2.2859585115241443	1.0399647817122035	True
X	14900000	14950000	2.2859585115241443	0.8969569235862478	True
X	14950000	15000000	2.2859585115241443	1.00481133686692	True
X	15000000	15050000	2.2859585115241443	0.9949927522344417	True
X	15050000	15100000	2.2859585115241443	1.0330053424036487	True
X	15100000	15150000	2.2859585115241443	0.984376972914497	True
X	15150000	15200000	2.2859585115241443	1.0648172536285718	True
X	15200000	15250000	2.2859585115241443	0.9842282027913363	True
X	15250000	15300000	2.2859585115241443	0.9966998274475396	True
X	15300000	15350000	2.2859585115241443	1.1517014121807334	True
X	15350000	15400000	2.2859585115241443	0.9867050555497403	True
X	15400000	15450000	2.2859585115241443	0.987309602802907	True
X	15450000	15500000	2.2859585115241443	1.1070242157066692	True
X	15500000	15550000	2.2859585115241443	1.0717385177304268	True
X	15550000	15600000	2.2859585115241443	1.0872149300133431	True
X	15600000	15650000	2.2859585115241443	1.1441534641357156	True
X	15650000	15700000	2.2859585115241443	1.131420835064842	True
X	15700000	15750000	2.2859585115241443	0.9774800063537773	True
X	15750000	15800000	2.2859585115241443	1.060759246108876	True
X	15800000	15850000	2.2859585115241443	1.074832337290137	True
X	15850000	15900000	2.2859585115241443	0.9955047473492653	True
X	15900000	15950000	2.2859585115241443	1.0335347434768927	True
X	15950000	16000000	2.2859585115241443	1.1425306442954273	True
X	16000000	16050000	2.2859585115241443	1.0236316806001486	True
X	16050000	16100000	2.2859585115241443	0.9065173961631819	True
X	16100000	16150000	2.2859585115241443	1.0160075610851247	True
X	16150000	16200000	2.2859585115241443	0.9632831013972057	True
X	16200000	16250000	2.2859585115241443	0.9383653295178119	True
X	16250000	16300000	2.2859585115241443	1.042009411138484	True
X	16300000	16350000	2.2859585115241443	0.9293198808018246	True
X	16350000	16400000	2.2859585115241443	0.8576808700667793	True
X	16400000	16450000	2.2859585115241443	1.0180133997661107	True
X	16450000	16500000	2.2859585115241443	1.2100205189342284	True
X	16500000	16550000	2.2859585115241443	1.0309763304799624	True
X	16550000	16600000	2.2859585115241443	0.9818518905895411	True
X	16600000	16650000	2.2859585115241443	1.0402286608936713	True
X	16650000	16700000	2.2859585115241443	1.128168406472338	True
X	16700000	16750000	2.2859585115241443	1.2142611719076997	True
X	16750000	16800000	2.2859585115241443	1.002702117678356	True
X	16800000	16850000	2.2859585115241443	1.0906039998681532	True
X	16850000	16900000	2.2859585115241443	0.9490022295355217	True
X	16900000	16950000	2.2859585115241443	1.1161910531577508	True
X	16950000	17000000	2.2859585115241443	1.10498239979747	True
X	17000000	17050000	2.2859585115241443	1.0104248509801774	True
X	17050000	17100000	2.2859585115241443	0.9764452833237068	True
X	17100000	17150000	2.2859585115241443	1.0779405059982974	True
X	17150000	17200000	2.2859585115241443	1.0611676644732013	True
X	17200000	17250000	2.2859585115241443	0.8636821000653526	True
X	17250000	17300000	2.2859585115241443	1.094657225305108	True
X	17300000	17350000	2.2859585115241443	0.9398046320827229	True
X	17350000	17400000	2.2859585115241443	1.0532953640270202	True
X	17400000	17450000	2.2859585115241443	1.1307535708180345	True
X	17450000	17500000	2.2859585115241443	1.0131847853511995	True
X	17500000	17550000	2.2859585115241443	0.9522718009916531	True
X	17550000	17600000	2.2859585115241443	1.0017348169561116	True
X	17600000	17650000	1.6024716329819768	1.4768033648979955	True
X	17650000	17700000	1.6024716329819768	1.378985059522624	True
X	17700000	17750000	1.6024716329819768	1.4015434187552078	True
X	17750000	17800000	1.6024716329819768	1.3040477651789248	True
X	17800000	17850000	1.6024716329819768	1.261563128914155	True
X	17850000	17900000	1.6024716329819768	1.2692464407848032	True
X	17900000	17950000	1.6024716329819768	1.1719947604476089	True
X	17950000	18000000	1.6024716329819768	1.444425221692638	True
X	18000000	18050000	1.6024716329819768	1.102796699039236	True
X	18050000	18100000	2.213300229643606	0.7705013342188493	True
X	18100000	18150000	2.213300229643606	0.8883512155352654	True
X	18150000	18200000	2.213300229643606	1.0913111138033114	True
X	18200000	18250000	2.213300229643606	1.0227963986365305	True
X	18250000	18300000	2.213300229643606	1.0077264917640807	True
X	18300000	18350000	2.213300229643606	0.9846624369649168	True
X	18350000	18400000	2.213300229643606	1.18339871050582	True
X	18400000	18450000	2.213300229643606	1.304598124064682	True
X	18450000	18500000	2.213300229643606	1.0214634490474925	True
X	18500000	18550000	2.213300229643606	1.0478711067140056	True
X	18550000	18600000	2.213300229643606	1.0435489373350952	True
X	18600000	18650000	2.213300229643606	0.9746341187036037	True
X	18650000	18700000	2.213300229643606	0.9457540267216371	True
X	18700000	18750000	2.213300229643606	0.9896630069592913	True
X	18750000	18800000	2.213300229643606	1.0345610020390839	True
X	18800000	18850000	2.213300229643606	1.0664442019944447	True
X	18850000	18900000	2.213300229643606	1.0673110204665142	True
X	18900000	18950000	2.213300229643606	1.045024796451532	True
X	18950000	19000000	2.213300229643606	0.9796192241873999	True
X	19000000	19050000	2.213300229643606	1.17610771181421	True
X	19050000	19100000	2.213300229643606	1.1706836243491658	True
X	19100000	19150000	2.213300229643606	1.0302876091522628	True
X	19150000	19200000	2.213300229643606	0.9880192358448494	True
X	19200000	19250000	2.213300229643606	0.9572518597615575	True
X	19250000	19300000	2.213300229643606	0.9480063897941278	True
X	19300000	19350000	2.213300229643606	1.0330390155155935	True
X	19350000	19400000	2.213300229643606	1.119761900281746	True
X	19400000	19450000	2.213300229643606	0.9540665764076582	True
X	19450000	19500000	2.213300229643606	0.9679647876424988	True
X	19500000	19550000	2.213300229643606	1.0100035404911052	True
X	19550000	19600000	2.213300229643606	0.9596988981069511	True
X	19600000	19650000	2.213300229643606	1.0634316326010338	True
X	19650000	19700000	2.213300229643606	1.057111719829212	True
X	19700000	19750000	2.213300229643606	1.029204461224653	True
X	19750000	19800000	2.213300229643606	1.1533770596513515	True
X	19800000	19850000	2.213300229643606	1.0128394449526783	True
X	19850000	19900000	2.213300229643606	1.1137601848329486	True
X	19900000	19950000	2.213300229643606	1.1245624366666545	True
X	19950000	20000000	2.213300229643606	1.0452553670469764	True
X	20000000	20050000	2.213300229643606	0.9147338637949138	True
X	20050000	20100000	2.213300229643606	1.1240448958737437	True
X	20100000	20150000	2.213300229643606	1.0285279903516524	True
X	20150000	20200000	2.213300229643606	1.1317769886704407	True
X	20200000	20250000	2.213300229643606	1.1342207802669964	True
X	20250000	20300000	2.213300229643606	1.2684354371047653	True
X	20300000	20350000	2.213300229643606	1.0719506712093079	True
X	20350000	20400000	2.213300229643606	0.7934624913863614	True
X	20400000	20450000	2.213300229643606	1.0534695846725315	True
X	20450000	20500000	2.213300229643606	1.101903120492276	True
X	20500000	20550000	2.213300229643606	1.2208358369352392	True
X	20550000	20600000	2.213300229643606	1.0066614016629298	True
X	20600000	20650000	2.213300229643606	1.098574530053888	True
X	20650000	20700000	2.213300229643606	1.0012493706628551	True
X	20700000	20750000	2.213300229643606	0.8888777276326879	True
X	20750000	20800000	2.213300229643606	1.021678787163246	True
X	20800000	20850000	2.213300229643606	0.9058955952620863	True
X	20850000	20900000	2.213300229643606	0.989943657859791	True
X	20900000	20950000	2.213300229643606	1.0051037552317843	True
X	20950000	21000000	2.213300229643606	1.041879435048321	True
X	21000000	21050000	2.213300229643606	1.0597738303165298	True
X	21050000	21100000	2.213300229643606	0.9091998026134616	True
X	21100000	21150000	2.213300229643606	0.9499972723256369	True
X	21150000	21200000	2.213300229643606	0.9564433242333261	True
X	21200000	21250000	2.213300229643606	0.9597282547317353	True
X	21250000	21300000	2.213300229643606	0.8978416745104749	True
X	21300000	21350000	2.213300229643606	0.9719676819347577	True
X	21350000	21400000	2.213300229643606	1.0419770446107484	True
X	21400000	21450000	2.213300229643606	1.0797766930370356	True
X	21450000	21500000	2.213300229643606	1.0536910335287752	True
X	21500000	21550000	2.213300229643606	0.9224210168440631	True
X	21550000	21600000	2.213300229643606	0.9709189014379795	True
X	21600000	21650000	2.213300229643606	0.9595063830931662	True
X	21650000	21700000	2.213300229643606	0.9581641829749243	True
X	21700000	21750000	2.213300229643606	1.2702106132947475	True
X	21750000	21800000	2.213300229643606	1.1095017795545319	True
X	21800000	21850000	2.213300229643606	1.0193717535850049	True
X	21850000	21900000	2.213300229643606	1.130610300993006	True
X	21900000	21950000	2.213300229643606	1.17316936953282	True
X	21950000	22000000	2.213300229643606	1.064124372262345	True
X	22000000	22050000	2.213300229643606	1.1106751204087453	True
X	22050000	22100000	2.213300229643606	1.0173554174506567	True
X	22100000	22150000	2.213300229643606	1.1998091579447994	True
X	22150000	22200000	2.213300229643606	1.144221848141523	True
X	22200000	22250000	2.213300229643606	1.1100674346275474	True
X	22250000	22300000	2.213300229643606	1.1232972818912819	True
X	22300000	22350000	2.213300229643606	1.0256286994187898	True
X	22350000	22400000	2.213300229643606	1.0586511762464466	True
X	22400000	22450000	2.213300229643606	1.096651249263857	True
X	22450000	22500000	2.213300229643606	1.1666611462078305	True
X	22500000	22550000	2.213300229643606	1.0312900731413122	True
X	22550000	22600000	2.213300229643606	0.9993520326869739	True
X	22600000	22650000	2.213300229643606	1.1010634138272573	True
X	22650000	22700000	2.213300229643606	0.9864883873636845	True
X	22700000	22750000	2.213300229643606	1.0079880393904188	True
X	22750000	22800000	2.213300229643606	1.063829634721711	True
X	22800000	22850000	2.213300229643606	1.1573785331618942	True
X	22850000	22900000	2.213300229643606	1.064796153484492	True
X	22900000	22950000	2.213300229643606	0.9863116893911654	True
X	22950000	23000000	2.213300229643606	1.1073827849565143	True
X	23000000	23050000	2.213300229643606	1.130709103781547	True
X	23050000	23100000	2.213300229643606	0.9728957062116286	True
X	23100000	23150000	2.213300229643606	1.0992690165762888	True
X	23150000	23200000	2.213300229643606	1.0452262604514813	True
X	23200000	23250000	2.213300229643606	1.045218969875414	True
X	23250000	23300000	2.213300229643606	0.9758347610507307	True
X	23300000	23350000	2.213300229643606	1.0188756886429857	True
X	23350000	23400000	2.213300229643606	1.0428850184587546	True
X	23400000	23450000	2.213300229643606	1.0655444434304575	True
X	23450000	23500000	2.80519142008298	0.8867653809139068	True
X	23500000	23550000	2.80519142008298	0.9165213025777552	True
X	23550000	23600000	2.80519142008298	0.8944796332008007	True
X	23600000	23650000	2.80519142008298	0.9753725385231461	True
X	23650000	23700000	2.80519142008298	0.9789255888020401	True
X	23700000	23750000	2.80519142008298	0.9441292014685938	True
X	23750000	23800000	2.80519142008298	1.0068066550054815	True
X	23800000	23850000	2.80519142008298	0.9585040324565888	True
X	23850000	23900000	2.80519142008298	0.7911974057660965	True
X	23900000	23950000	2.80519142008298	1.1219880311837584	True
X	23950000	24000000	2.80519142008298	0.8695414728193118	True
X	24000000	24050000	2.80519142008298	0.9688045076946551	True
X	24050000	24100000	2.80519142008298	0.8969985400864577	True
X	24100000	24150000	2.80519142008298	0.9373315200877618	True
X	24150000	24200000	2.80519142008298	0.8901893618296913	True
X	24200000	24250000	2.80519142008298	0.9007695969814683	True
X	24250000	24300000	2.80519142008298	1.0921098130896452	True
