iteration	target_scale	max_abs_log_ratio
76	1312.8645917022498	5.21275197113124
77	1312.8645918976686	5.212751971188217
78	1312.8645920514932	5.212751971232974
79	1312.8645921726063	5.212751971268138
80	1312.864592267987	5.212751971295768
81	1312.8645923431218	5.212751971317482
82	1312.864592402323	5.212751971334549
83	1312.864592448982	5.212751971347965
84	1312.8645924857656	5.212751971358514
85	1312.8645925147716	5.212751971366809
86	1312.8645925376516	5.212751971373334
87	1312.864592555704	5.212751971378466
88	1312.8645925699514	5.212751971382504
89	1312.8645925811993	5.212751971385681
90	1312.8645925900814	5.212751971388182
91	1312.8645925970984	5.212751971390152
92	1312.864592602643	5.212751971391702
93	1312.8645926070253	5.212751971392923
94	1312.8645926104905	5.212751971393885
95	1312.8645926132313	5.212751971394644
96	1312.8645926153993	5.212751971395241
97	1312.8645926171155	5.212751971395712
98	1312.8645926184743	5.2127519713960835
99	1312.8645926195509	5.212751971396377
100	1312.864592620403	5.212751971396608
101	1312.864592621079	5.2127519713967905
102	1312.8645926216147	5.212751971396935
103	1312.8645926220395	5.212751971397049
104	1312.8645926223764	5.212751971397139
105	1312.8645926226438	5.21275197139721
106	1312.864592622856	5.212751971397266
107	1312.8645926230245	5.21275197139731
108	1312.8645926231586	5.212751971397346
109	1312.864592623265	5.212751971397372
110	1312.86459262335	5.212751971397395
111	1312.8645926234176	5.212751971397412
112	1312.8645926234713	5.212751971397426
113	1312.864592623514	5.212751971397437
114	1312.8645926235479	5.212751971397446
115	1312.8645926235752	5.212751971397453
116	1312.8645926235965	5.212751971397458
117	1312.8645926236134	5.212751971397462
118	1312.8645926236275	5.212751971397466
119	1312.8645926236384	5.212751971397468
120	1312.864592623647	5.212751971397471
121	1312.8645926236538	5.212751971397473
122	1312.8645926236595	5.212751971397474
123	1312.8645926236638	5.212751971397475
124	1312.8645926236677	5.212751971397476
125	1312.86459262367	5.212751971397476
126	1312.8645926236727	5.212751971397477
127	1312.8645926236748	5.212751971397478
128	1312.8645926236761	5.212751971397478
129	1312.8645926236775	5.212751971397478
130	1312.8645926236782	5.212751971397479
131	1312.864592623679	5.212751971397479
132	1312.8645926236793	5.212751971397479
133	1312.8645926236793	5.212751971397479
134	1312.8645926236795	5.212751971397479
135	1312.8645926236798	5.212751971397479
136	1312.86459262368	5.212751971397479
137	1312.8645926236802	5.212751971397479
138	1312.8645926236804	5.212751971397479
139	1312.8645926236804	5.212751971397479
140	1312.8645926236804	5.212751971397479
141	1312.8645926236804	5.212751971397479
142	1312.8645926236804	5.212751971397479
143	1312.8645926236804	5.212751971397479
144	1312.8645926236804	5.212751971397479
145	1312.8645926236804	5.212751971397479
146	1312.8645926236804	5.212751971397479
147	1312.8645926236804	5.212751971397479
148	1312.8645926236804	5.212751971397479
149	1312.8645926236804	5.212751971397479
150	1312.8645926236804	5.212751971397479
151	1312.8645926236804	5.212751971397479
152	1312.8645926236804	5.212751971397479
153	1312.8645926236804	5.212751971397479
154	1312.8645926236804	5.212751971397479
155	1312.8645926236804	5.212751971397479
156	1312.8645926236804	5.212751971397479
157	1312.8645926236804	5.212751971397479
158	1312.8645926236804	5.212751971397479
159	1312.8645926236804	5.212751971397479
160	1312.8645926236804	5.212751971397479
161	1312.8645926236804	5.212751971397479
162	1312.8645926236804	5.212751971397479
163	1312.8645926236804	5.212751971397479
164	1312.8645926236804	5.212751971397479
165	1312.8645926236804	5.212751971397479
166	1312.8645926236804	5.212751971397479
167	1312.8645926236804	5.212751971397479
168	1312.8645926236804	5.212751971397479
169	1312.8645926236804	5.212751971397479
170	1312.8645926236804	5.212751971397479
171	1312.8645926236804	5.212751971397479
172	1312.8645926236804	5.212751971397479
173	1312.8645926236804	5.212751971397479
174	1312.8645926236804	5.212751971397479
175	1312.8645926236804	5.212751971397479
176	1312.8645926236804	5.212751971397479
177	1312.8645926236804	5.212751971397479
178	1312.8645926236804	5.212751971397479
179	1312.8645926236804	5.212751971397479
180	1312.8645926236804	5.212751971397479
181	1312.8645926236804	5.212751971397479
182	1312.8645926236804	5.212751971397479
183	1312.8645926236804	5.212751971397479
184	1312.8645926236804	5.212751971397479
185	1312.8645926236804	5.212751971397479
186	1312.8645926236804	5.212751971397479
187	1312.8645926236804	5.212751971397479
188	1312.8645926236804	5.212751971397479
189	1312.8645926236804	5.212751971397479
190	1312.8645926236804	5.212751971397479
191	1312.8645926236804	5.212751971397479
192	1312.8645926236804	5.212751971397479
193	1312.8645926236804	5.212751971397479
194	1312.8645926236804	5.212751971397479
195	1312.8645926236804	5.212751971397479
196	1312.8645926236804	5.212751971397479
197	1312.8645926236804	5.212751971397479
198	1312.8645926236804	5.212751971397479
199	1312.8645926236804	5.212751971397479
200	1312.8645926236804	5.212751971397479
201	1312.8645926236804	5.212751971397479
202	1312.8645926236804	5.212751971397479
203	1312.8645926236804	5.212751971397479
204	1312.8645926236804	5.212751971397479
205	1312.8645926236804	5.212751971397479
206	1312.8645926236804	5.212751971397479
207	1312.8645926236804	5.212751971397479
208	1312.8645926236804	5.212751971397479
209	1312.8645926236804	5.212751971397479
210	1312.8645926236804	5.212751971397479
211	1312.8645926236804	5.212751971397479
212	1312.8645926236804	5.212751971397479
213	1312.8645926236804	5.212751971397479
214	1312.8645926236804	5.212751971397479
215	1312.8645926236804	5.212751971397479
216	1312.8645926236804	5.212751971397479
217	1312.8645926236804	5.212751971397479
218	1312.8645926236804	5.212751971397479
219	1312.8645926236804	5.212751971397479
220	1312.8645926236804	5.212751971397479
221	1312.8645926236804	5.212751971397479
222	1312.8645926236804	5.212751971397479
223	1312.8645926236804	5.212751971397479
224	1312.8645926236804	5.212751971397479
225	1312.8645926236804	5.212751971397479
226	1312.8645926236804	5.212751971397479
227	1312.8645926236804	5.212751971397479
228	1312.8645926236804	5.212751971397479
229	1312.8645926236804	5.212751971397479
230	1312.8645926236804	5.212751971397479
231	1312.8645926236804	5.212751971397479
232	1312.8645926236804	5.212751971397479
233	1312.8645926236804	5.212751971397479
234	1312.8645926236804	5.212751971397479
235	1312.8645926236804	5.212751971397479
236	1312.8645926236804	5.212751971397479
237	1312.8645926236804	5.212751971397479
238	1312.8645926236804	5.212751971397479
239	1312.8645926236804	5.212751971397479
240	1312.8645926236804	5.212751971397479
241	1312.8645926236804	5.212751971397479
242	1312.8645926236804	5.212751971397479
243	1312.8645926236804	5.212751971397479
244	1312.8645926236804	5.212751971397479
245	1312.8645926236804	5.212751971397479
246	1312.8645926236804	5.212751971397479
247	1312.8645926236804	5.212751971397479
248	1312.8645926236804	5.212751971397479
249	1312.8645926236804	5.212751971397479
250	1312.8645926236804	5.212751971397479
251	1312.8645926236804	5.212751971397479
252	1312.8645926236804	5.212751971397479
253	1312.8645926236804	5.212751971397479
254	1312.8645926236804	5.212751971397479
255	1312.8645926236804	5.212751971397479
256	1312.8645926236804	5.212751971397479
257	1312.8645926236804	5.212751971397479
258	1312.8645926236804	5.212751971397479
259	1312.8645926236804	5.212751971397479
260	1312.8645926236804	5.212751971397479
261	1312.8645926236804	5.212751971397479
262	1312.8645926236804	5.212751971397479
263	1312.8645926236804	5.212751971397479
264	1312.8645926236804	5.212751971397479
265	1312.8645926236804	5.212751971397479
266	1312.8645926236804	5.212751971397479
267	1312.8645926236804	5.212751971397479
268	1312.8645926236804	5.212751971397479
269	1312.8645926236804	5.212751971397479
270	1312.8645926236804	5.212751971397479
271	1312.8645926236804	5.212751971397479
272	1312.8645926236804	5.212751971397479
273	1312.8645926236804	5.212751971397479
274	1312.8645926236804	5.212751971397479
275	1312.8645926236804	5.212751971397479
276	1312.8645926236804	5.212751971397479
277	1312.8645926236804	5.212751971397479
278	1312.8645926236804	5.212751971397479
279	1312.8645926236804	5.212751971397479
280	1312.8645926236804	5.212751971397479
281	1312.8645926236804	5.212751971397479
282	1312.8645926236804	5.212751971397479
283	1312.8645926236804	5.212751971397479
284	1312.8645926236804	5.212751971397479
285	1312.8645926236804	5.212751971397479
286	1312.8645926236804	5.212751971397479
287	1312.8645926236804	5.212751971397479
288	1312.8645926236804	5.212751971397479
289	1312.8645926236804	5.212751971397479
290	1312.8645926236804	5.212751971397479
291	1312.8645926236804	5.212751971397479
292	1312.8645926236804	5.212751971397479
293	1312.8645926236804	5.212751971397479
294	1312.8645926236804	5.212751971397479
295	1312.8645926236804	5.212751971397479
296	1312.8645926236804	5.212751971397479
297	1312.8645926236804	5.212751971397479
298	1312.8645926236804	5.212751971397479
299	1312.8645926236804	5.212751971397479
300	1312.8645926236804	5.212751971397479
