segment_id	chrom	side	sequence_cn	connected_cn	source_cn	generic_source_cn	reciprocal_source_cn	connected_fraction	source_allowed	is_unresolved_cn_step	is_sv_breakend	is_reciprocal_latent_side	is_telomere
SEQ009	X	R	7.613184421911616	1.121335388184372	6.491849033727244	6.491849033727244	0.0	0.14728861486095626	True	True	True	False	False
SEQ010	X	L	0.005013244783084365	0.004826930821956045	0.00018631396112831964	1.7247963145908127e-08	0.00018629671316517372	0.962835654513225	True	True	False	True	False
SEQ010	X	R	0.005013244783084365	0.005013221929358005	2.2853726359810738e-08	2.2853726359810738e-08	0.0	0.9999954413304458	True	True	False	False	False
SEQ011	X	L	1.6965447646289766	0.0050132169531378334	1.6915315476758388	1.6915315476758388	0.0	0.0029549570737287274	True	True	False	False	False
SEQ011	X	R	1.6965447646289766	1.6965447420927118	2.2536264801346494e-08	2.2536264801346494e-08	0.0	0.9999999867163748	True	True	False	False	False
SEQ012	X	L	2.2782072720569757	1.6965447375298313	0.5816625345271446	0.5816625345271446	0.0	0.7446841024249888	True	True	False	False	False
SEQ012	X	R	2.2782072720569757	1.6024764282969213	0.6757308437600544	0.6757308437600544	0.0	0.7033936059953217	True	True	False	False	False
SEQ013	X	L	1.6024764554032054	1.6024764328645154	2.2538689942001915e-08	2.2538689942001915e-08	0.0	0.9999999859350882	True	True	False	False	False
SEQ013	X	R	1.6024764554032054	1.6024764328659793	2.253722613253636e-08	2.253722613253636e-08	0.0	0.9999999859360017	True	True	False	False	False
SEQ014	X	L	2.21330073670046	1.6024764283013155	0.6108243083991445	0.6108243083991445	0.0	0.7240210974177201	True	True	False	False	False
SEQ014	X	R	2.21330073670046	2.21330071416391	2.2536550036960412e-08	2.2536550036960412e-08	0.0	0.9999999898176739	True	True	False	False	False
SEQ015	X	L	2.8051905700610815	2.213300709600144	0.5918898604609376	0.5918898604609376	0.0	0.7890019071153338	True	True	False	False	False
SEQ015	X	R	2.8051905700610815	2.8051905700610815	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ016	X	L	2.8051905700610815	2.6767553932416943	0.12843517681938724	1.1996397843265059e-07	0.1284350568554088	0.9542151687695889	False	False	False	True	False
SEQ016	X	R	2.8051905700610815	2.454919658877803	0.35027091118327874	0.0	0.35027091118327874	0.8751347181465636	False	False	True	True	False
SEQ017	X	L	2.8051905700610815	2.051519530820401	0.7536710392406806	0.0	0.7536710392406806	0.7313298257578736	False	False	True	True	False
SEQ017	X	R	2.8051905700610815	2.1894971309083786	0.6156934391527027	0.6156934391527027	0.0	0.7805163593077041	True	True	False	False	False
SEQ018	X	L	2.1894971580100204	2.1894971354730615	2.2536958790539005e-08	2.2536958790539005e-08	0.0	0.9999999897067877	True	True	False	False	False
SEQ018	X	R	2.1894971580100204	1.980681678615368	0.2088154793946524	0.2088154793946524	0.0	0.9046285679656055	True	True	False	False	False
SEQ019	X	L	1.9806817056424335	1.9806816831300007	2.251243289725291e-08	2.251243289725291e-08	0.0	0.9999999886339977	True	True	False	False	False
SEQ019	X	R	1.9806817056424335	1.9806817056424335	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ020	X	L	1.9806817056424335	1.5853735881200577	0.39530811752237593	1.2002901694200766e-07	0.395307997493359	0.8004181507830115	False	False	False	True	False
SEQ020	X	R	1.9806817056424335	1.9806816901628879	1.54795456418717e-08	1.54795456418717e-08	0.0	0.9999999921847385	True	True	True	False	False
SEQ021	X	L	1.0168188950763797	1.0167903456856833	2.854939069650929e-05	1.950783763186735e-08	2.8529882858877422e-05	0.999971922836176	True	True	False	True	False
SEQ021	X	R	1.0168188950763797	1.016818872040976	2.303540363653586e-08	2.303540363653586e-08	0.0	0.9999999773456181	True	True	False	False	False
SEQ022	X	L	1.0168188969769616	1.0168188733044985	2.3672463045973564e-08	2.3672463045973564e-08	0.0	0.999999976719096	True	True	False	False	False
SEQ022	X	R	1.0168188969769616	1.016818874449524	2.252743762024219e-08	2.252743762024219e-08	0.0	0.9999999778451819	True	True	False	False	False
SEQ023	X	L	1.3602747259381907	1.0168188699058072	0.34345585603238343	0.34345585603238343	0.0	0.7475099334838412	True	True	False	False	False
SEQ023	X	R	1.3602747259381907	1.0779576296874251	0.28231709625076545	0.28231709625076545	0.0	0.7924558246452389	True	True	False	False	False
SEQ024	X	L	1.0779576567471247	1.0779576342234045	2.2523720154060765e-08	2.2523720154060765e-08	0.0	0.9999999791051902	True	True	False	False	False
SEQ024	X	R	1.0779576567471247	1.077957634230688	2.2516436783503357e-08	2.2516436783503357e-08	0.0	0.9999999791119469	True	True	False	False	False
SEQ025	X	L	1.3095758193197578	1.0779576297092197	0.231618189610538	0.231618189610538	0.0	0.8231349524070709	True	True	False	False	False
SEQ025	X	R	1.3095758193197578	1.3093054195377223	0.0002703997820354574	1.724562012486229e-08	0.0002703825364153325	0.9997935210943526	True	True	False	True	False
SEQ026	X	L	4.262202407237135	2.2731967763569276	1.989005630880207	1.989005630880207	0.0	0.5333385323271097	True	True	True	False	False
SEQ026	X	R	4.262202407237135	4.262202407237135	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ027	X	L	4.262202407237135	3.8668942892467273	0.39530811799040744	1.2004813811500658e-07	0.39530799794226934	0.9072526172574108	False	False	False	True	False
SEQ027	X	R	4.262202407237135	4.155178252766733	0.10702415447040206	1.1995099838581933e-07	0.10702403451940368	0.9748899408698477	False	False	False	True	False
SEQ028	X	L	4.262202407237135	4.262202407237135	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ028	X	R	4.262202407237135	1.9035604393227792	2.3586419679143558	2.3586419679143558	0.0	0.4466142753076605	True	True	False	False	False
SEQ029	X	L	1.9035604664550518	1.9035604439078453	2.2547206539167424e-08	2.2547206539167424e-08	0.0	0.9999999881552454	True	True	False	False	False
SEQ029	X	R	1.9035604664550518	1.9035604482626405	1.819241132050199e-08	1.819241132050199e-08	0.0	0.9999999904429558	True	True	True	False	False
SEQ030	X	L	1.6568807194125914	0.7870519959385014	0.86982872347409	1.814811721858033e-08	0.8698287053259728	0.47502031179259085	True	True	False	True	False
SEQ030	X	R	1.6568807194125914	1.656880700126231	1.928636060340233e-08	1.928636060340233e-08	0.0	0.9999999883598377	True	True	True	False	False
SEQ031	X	L	0.1020488667506714	1.794154612057286e-05	0.10203092520455083	1.760086145850193e-08	0.10203090760368937	0.0001758132813410671	True	True	False	True	False
SEQ031	X	R	0.1020488667506714	0.10204884418338199	2.256728941834567e-08	2.256728941834567e-08	0.0	0.9999997788580106	True	True	False	False	False
SEQ032	X	L	1.340154250949747	0.10204883957580879	1.2381054113739383	1.2381054113739383	0.0	0.07614708493704238	True	True	False	False	False
SEQ032	X	R	1.340154250949747	1.2673745939139416	0.07277965703580554	1.1992436695339015e-07	0.07277953711143859	0.9456930745216623	False	False	False	True	False
SEQ033	X	L	1.340154250949747	1.340154250949747	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ033	X	R	1.340154250949747	1.1192379438445577	0.22091630710518936	1.8187472569541785e-08	0.2209162889177168	0.8351560598724891	True	True	False	True	False
SEQ034	X	L	2.6775239296869477	2.67752391155236	1.8134587620451843e-08	1.8134587620451843e-08	0.0	0.9999999932271053	True	True	True	False	False
SEQ034	X	R	2.6775239296869477	2.6775239116541765	1.8032771479192826e-08	1.8032771479192826e-08	0.0	0.9999999932651316	True	True	True	False	False
SEQ035	X	L	1.1677233989984885	1.1192379441417166	0.0484854548567719	1.8238551588327398e-08	0.048485436618220315	0.95847864751331	True	True	False	True	False
SEQ035	X	R	1.1677233989984885	0.7815512226252286	0.38617217637325996	0.38617217637325996	0.0	0.6692948204134087	True	True	True	False	False
SEQ036	X	L	0.012217184644964392	0.012002371037483396	0.00021481360748099628	1.7237795968815744e-08	0.00021479636968502747	0.9824170941404625	True	True	False	True	False
SEQ036	X	R	0.012217184644964392	4.042591861957989e-09	0.01221718060237253	0.01221718060237253	0.0	3.308938989985914e-07	True	False	False	False	True
SEQ037	X	L	1.1030510043664346	3.396692482837693e-09	1.103051000969742	1.103051000969742	0.0	3.07936121665441e-09	True	False	False	False	True
SEQ037	X	R	1.1030510043664346	1.103050981819052	2.2547382540284587e-08	2.2547382540284587e-08	0.0	0.9999999795590752	True	True	False	False	False
SEQ038	X	L	2.7352349155979887	1.1030509772351944	1.6321839383627943	1.6321839383627943	0.0	0.40327467704690395	True	True	False	False	False
SEQ038	X	R	2.7352349155979887	2.7341498440858203e-05	2.735207574099548	1.2149882129656517e-07	2.7352074526007266	9.9960329860299e-06	False	False	False	True	False
SEQ039	X	L	2.7352349155979887	2.7352349155979887	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ039	X	R	2.7352349155979887	2.7352349155979887	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ040	X	L	2.7352349155979887	2.7341498440858203e-05	2.735207574099548	1.2149882128280628e-07	2.7352074526007266	9.9960329860299e-06	False	False	False	True	False
SEQ040	X	R	2.7352349155979887	1.1094929681799592	1.6257419474180295	1.6257419474180295	0.0	0.40562986449644567	True	True	False	False	False
SEQ041	X	L	1.109492995311089	1.1094929727637413	2.254734766839844e-08	2.254734766839844e-08	0.0	0.9999999796777916	True	True	False	False	False
SEQ041	X	R	1.109492995311089	1.1094929727623748	2.2548714216907585e-08	2.2548714216907585e-08	0.0	0.9999999796765601	True	True	False	False	False
SEQ042	X	L	3.4041606977408585	1.1094929681755303	2.294667729565328	2.294667729565328	0.0	0.3259226184333294	True	True	False	False	False
SEQ042	X	R	3.4041606977408585	1.1320989670249428	2.2720617307159157	2.2720617307159157	0.0	0.33256331517376675	True	True	False	False	False
SEQ043	X	L	1.132098994159987	1.132098971611457	2.254853022001041e-08	2.254853022001041e-08	0.0	0.9999999800825455	True	True	False	False	False
SEQ043	X	R	1.132098994159987	0.2883519029126955	0.8437470912472915	1.817232656621168e-08	0.843747073074965	0.2547055552563683	True	True	False	True	False
SEQ044	X	L	3.0889106609476906	3.088910642764211	1.8183479397171236e-08	1.8183479397171236e-08	0.0	0.9999999941133035	True	True	True	False	False
SEQ044	X	R	3.0889106609476906	1.3379295491737642	1.7509811117739265	1.7509811117739265	0.0	0.4331396068163661	True	True	False	False	False
SEQ045	X	L	1.3379295763038248	1.33792955375707	2.2546754878854272e-08	2.2546754878854272e-08	0.0	0.9999999831480256	True	True	False	False	False
SEQ045	X	R	1.3379295763038248	0.5683808759637485	0.7695487003400763	1.2011116811881284e-07	0.7695485802289082	0.4248212208104123	False	False	False	True	False
SEQ046	X	L	1.3379295763038248	1.3379295763038248	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ046	X	R	1.3379295763038248	1.1809604899560855	0.15696908634773923	1.19943230649711e-07	0.15696896640450858	0.8826776168732413	False	False	False	True	False
SEQ047	X	L	1.3379295763038248	1.3379295763038248	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ047	X	R	1.3379295763038248	1.3376584054468312	0.0002711708569934699	1.7244665095758404e-08	0.00027115361232837415	0.9997973205303207	True	True	False	True	False
SEQ048	X	L	3.6330952395755345	2.3156867730258606	1.317408466549674	1.317408466549674	0.0	0.6373867516053362	True	True	True	False	False
SEQ048	X	R	3.6330952395755345	3.6330952395755345	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ049	X	L	3.6330952395755345	3.504660063241101	0.12843517633443333	1.1994439146308712e-07	0.12843505639004185	0.9646485523045526	False	False	False	True	False
SEQ049	X	R	3.6330952395755345	3.126521301675047	0.5065739379004873	0.5065739379004873	0.0	0.8605668432849363	True	True	True	False	False
SEQ050	X	L	2.041176621673561	2.040902301990611	0.00027431968294985897	1.724093287307936e-08	0.00027430244201698587	0.9998656070817012	True	True	False	True	False
SEQ050	X	R	2.041176621673561	2.041176599131552	2.254200915321755e-08	2.254200915321755e-08	0.0	0.9999999889563652	True	True	False	False	False
SEQ051	X	L	3.0175927228486743	2.041176594556675	0.9764161282919991	0.9764161282919991	0.0	0.6764254762086512	True	True	False	False	False
SEQ051	X	R	3.0175927228486743	3.0175927228486743	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ052	X	L	3.0175927228486743	2.9448130656119718	0.07277965723670245	1.1993360894545132e-07	0.0727795373030935	0.9758815506527345	False	False	False	True	False
SEQ052	X	R	3.0175927228486743	2.0154473708240013	1.002145352024673	1.002145352024673	0.0	0.6678990692028759	True	True	False	False	False
SEQ053	X	L	2.015447397941545	2.015447375399264	2.2542281052924516e-08	2.2542281052924516e-08	0.0	0.9999999888152472	True	True	False	False	False
SEQ053	X	R	2.015447397941545	2.0151736645285445	0.00027373341300036054	1.7236486341519197e-08	0.000273716176514019	0.9998641823084641	True	True	False	True	False
SEQ054	X	L	3.240685799898747	2.880835434451569	0.35985036544717774	0.35985036544717774	0.0	0.8889585761574229	True	True	True	False	False
SEQ054	X	R	3.240685799898747	3.240685799898747	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ055	X	L	3.240685799898747	3.0879946543623213	0.15269114553642532	1.1994510364253342e-07	0.15269102559132167	0.9528830763102069	False	False	False	True	False
SEQ055	X	R	3.240685799898747	2.732261337978995	0.508424461919752	0.508424461919752	0.0	0.8431120777165014	True	True	True	False	False
SEQ056	X	L	2.1728679989064714	2.1725970223051343	0.0002709766013369274	1.7234867293317096e-08	0.0002709593664696341	0.9998752908131219	True	True	False	True	False
SEQ056	X	R	2.1728679989064714	0.8571706149062523	1.315697384000219	1.2001110566175207e-07	1.3156972639891134	0.3944881213850249	False	False	False	True	False
SEQ057	X	L	2.1728679989064714	2.1728679989064714	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ057	X	R	2.1728679989064714	2.1728679763606977	2.254577368564639e-08	2.254577368564639e-08	0.0	0.9999999896239561	True	True	False	False	False
SEQ058	X	L	3.976222522009449	2.17286797177842	1.8033545502310289	1.8033545502310289	0.0	0.546465385111376	True	True	False	False	False
SEQ058	X	R	3.976222522009449	3.976222522009449	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ059	X	L	3.976222522009449	3.8192534352188936	0.1569690867905555	1.199667300528677e-07	0.15696896682382544	0.9605230628010154	False	False	False	True	False
SEQ059	X	R	3.976222522009449	3.339832646574208	0.6363898754352413	0.6363898754352413	0.0	0.8399511415891203	True	True	True	False	False
SEQ060	X	L	2.2544874742362193	2.2542136468933633	0.00027382734285604074	1.724196547700008e-08	0.00027381010089056374	0.9998785412001685	True	True	False	True	False
SEQ060	X	R	2.2544874742362193	1.009751716456612	1.2447357577796072	1.2447357577796072	0.0	0.4478852635003875	True	True	False	False	False
SEQ061	X	L	1.009751743583455	1.0097517210375526	2.254590247657198e-08	2.254590247657198e-08	0.0	0.999999977671836	True	True	False	False	False
SEQ061	X	R	1.009751743583455	1.009751721047064	2.253639129207493e-08	2.253639129207493e-08	0.0	0.9999999776812555	True	True	False	False	False
SEQ062	X	L	1.5123571526097668	1.0097517164855443	0.5026054361242224	0.5026054361242224	0.0	0.6676674982117073	True	True	False	False	False
SEQ062	X	R	1.5123571526097668	1.4495062587268601	0.06285089388290668	1.820544703840606e-08	0.06285087567745964	0.9584417650457437	True	True	False	True	False
SEQ063	X	L	2.0091705872059547	2.0091705691226123	1.8083342378913426e-08	1.8083342378913426e-08	0.0	0.9999999909995982	True	True	True	False	False
SEQ063	X	R	2.0091705872059547	2.0091705872059547	0.0	0.0	0.0	1.0	False	False	True	False	False
SEQ064	X	L	2.0091705872059547	1.856479441575566	0.15269114563038846	1.1994370444010256e-07	0.15269102568668402	0.9240028962186193	False	False	False	True	False
SEQ064	X	R	2.0091705872059547	2.0088912301387514	0.0002793570672033193	1.7228636197245702e-08	0.000279339838567122	0.9998609590101596	True	True	False	True	False
SEQ065	X	L	3.0186405371029363	2.8745530000898625	0.14408753701307392	0.14408753701307392	0.0	0.9522674080460874	True	True	True	False	False
SEQ065	X	R	3.0186405371029363	2.9756330948772876	0.04300744222564866	0.04300744222564866	0.0	0.9857527116272929	True	True	True	False	False
SEQ066	X	L	1.8322289601172022	1.8319371055243228	0.00029185459287943736	1.722156982856256e-08	0.0002918373713096088	0.9998407106321141	True	True	False	True	False
SEQ066	X	R	1.8322289601172022	1.8322289420466995	1.807050262480119e-08	1.807050262480119e-08	0.0	0.9999999901374211	True	True	True	False	False
SEQ067	X	L	0.9421315109740728	0.8542005797463874	0.08793093122768535	1.8217275564334426e-08	0.08793091301040978	0.9066680922955509	True	True	False	True	False
SEQ067	X	R	0.9421315109740728	0.941857117717853	0.00027439325621977294	1.7236211323169513e-08	0.00027437602000844976	0.9997087527027558	True	True	False	True	False
SEQ068	X	L	2.1266738322193732	1.8541545278573288	0.2725193043620445	0.2725193043620445	0.0	0.871856558239753	True	True	True	False	False
SEQ068	X	R	2.1266738322193732	0.018177528600541226	2.108496303618832	2.108496303618832	0.0	0.008547398442182061	True	True	False	False	False
SEQ069	X	L	0.018177556246291016	0.01817753346709455	2.2779196466552667e-08	2.2779196466552667e-08	0.0	0.999998746850448	True	True	False	False	False
SEQ069	X	R	0.018177556246291016	3.7903611915801605e-09	0.018177552455929825	0.018177552455929825	0.0	2.0851874367620528e-07	True	False	False	False	True
