walk_id	walk_cn	order	edge_id	type	label	edge_cn
6	0.44	2	4	REF	REF004	0.7
6	0.44	3	5	REF	REF005	0.7
6	0.44	4	6	REF	REF006	0.7
6	0.44	5	7	REF	REF007	1.43
6	0.44	6	8	REF	REF008	1.43
6	0.44	7	9	REF	REF009	0.67
6	0.44	8	10	REF	REF010	0.67
6	0.44	9	11	REF	REF011	0.51
6	0.44	10	12	REF	REF012	0.78
6	0.44	11	13	REF	REF013	0.78
6	0.44	12	14	REF	REF014	0.78
6	0.44	13	15	REF	REF015	0.78
6	0.44	14	16	REF	REF016	0.78
6	0.44	15	17	REF	REF017	0.78
6	0.44	16	18	REF	REF018	0.7
7	0.01	1	22	REF	REF022	0.66
7	0.01	2	23	REF	REF023	0.7
7	0.01	3	24	REF	REF024	1.26
7	0.01	4	25	REF	REF025	1.26
7	0.01	5	26	REF	REF026	1.26
7	0.01	6	50	ALT	SV09	0.71
7	0.01	7	32	REF	REF032	0.97
7	0.01	8	31	REF	REF031	1.46
7	0.01	9	30	REF	REF030	2.05
7	0.01	10	29	REF	REF029	0.93
7	0.01	11	28	REF	REF028	1.45
7	0.01	12	27	REF	REF027	1.39
7	0.01	13	44	ALT	SV03	0.73
7	0.01	14	38	REF	REF038	1.33
8	0.01	1	7	REF	REF007	1.43
8	0.01	2	8	REF	REF008	1.43
8	0.01	3	9	REF	REF009	0.67
8	0.01	4	10	REF	REF010	0.67
8	0.01	5	11	REF	REF011	0.51
8	0.01	6	12	REF	REF012	0.78
8	0.01	7	13	REF	REF013	0.78
8	0.01	8	14	REF	REF014	0.78
8	0.01	9	15	REF	REF015	0.78
8	0.01	10	16	REF	REF016	0.78
8	0.01	11	17	REF	REF017	0.78
8	0.01	12	18	REF	REF018	0.7
9	0.19	1	3	REF	REF003	0.7
9	0.19	2	4	REF	REF004	0.7
9	0.19	3	5	REF	REF005	0.7
9	0.19	4	6	REF	REF006	0.7
9	0.19	5	7	REF	REF007	1.43
9	0.19	6	8	REF	REF008	1.43
9	0.19	7	45	ALT	SV04	0.75
9	0.19	8	12	REF	REF012	0.78
9	0.19	9	13	REF	REF013	0.78
9	0.19	10	14	REF	REF014	0.78
9	0.19	11	15	REF	REF015	0.78
9	0.19	12	16	REF	REF016	0.78
9	0.19	13	17	REF	REF017	0.78
9	0.19	14	18	REF	REF018	0.7
10	0.16	1	10	REF	REF010	0.67
10	0.16	2	9	REF	REF009	0.67
10	0.16	3	8	REF	REF008	1.43
10	0.16	4	7	REF	REF007	1.43
11	0.01	1	3	REF	REF003	0.7
11	0.01	2	4	REF	REF004	0.7
11	0.01	3	5	REF	REF005	0.7
11	0.01	4	6	REF	REF006	0.7
11	0.01	5	7	REF	REF007	1.43
11	0.01	6	8	REF	REF008	1.43
12	0.08	1	7	REF	REF007	1.43
12	0.08	2	8	REF	REF008	1.43
12	0.08	3	45	ALT	SV04	0.75
12	0.08	4	12	REF	REF012	0.78
12	0.08	5	13	REF	REF013	0.78
12	0.08	6	14	REF	REF014	0.78
12	0.08	7	15	REF	REF015	0.78
12	0.08	8	16	REF	REF016	0.78
12	0.08	9	17	REF	REF017	0.78
13	0.34	1	22	REF	REF022	0.66
13	0.34	2	23	REF	REF023	0.7
13	0.34	3	24	REF	REF024	1.26
13	0.34	4	25	REF	REF025	1.26
13	0.34	5	26	REF	REF026	1.26
13	0.34	6	50	ALT	SV09	0.71
14	0.45	1	21	REF	REF021	0.7
14	0.45	2	61	ALT	EXT03	0.63
15	0.48	1	7	REF	REF007	1.43
15	0.48	2	8	REF	REF008	1.43
15	0.48	3	45	ALT	SV04	0.75
16	0.04	1	44	ALT	SV03	0.73
16	0.04	2	27	REF	REF027	1.39
16	0.04	3	28	REF	REF028	1.45
16	0.04	4	29	REF	REF029	0.93
16	0.04	5	30	REF	REF030	2.05
16	0.04	6	31	REF	REF031	1.46
16	0.04	7	32	REF	REF032	0.97
16	0.04	8	33	REF	REF033	0.83
16	0.04	9	34	REF	REF034	0.71
16	0.04	10	35	REF	REF035	0.6
16	0.04	11	36	REF	REF036	1.38
16	0.04	12	37	REF	REF037	1.38
16	0.04	13	38	REF	REF038	1.33
17	0.56	1	51	ALT	SV10	0.56
17	0.56	2	24	REF	REF024	1.26
17	0.56	3	25	REF	REF025	1.26
17	0.56	4	26	REF	REF026	1.26
17	0.56	5	27	REF	REF027	1.39
17	0.56	6	28	REF	REF028	1.45
17	0.56	7	29	REF	REF029	0.93
17	0.56	8	30	REF	REF030	2.05
17	0.56	9	31	REF	REF031	1.46
17	0.56	10	32	REF	REF032	0.97
17	0.56	11	33	REF	REF033	0.83
17	0.56	12	34	REF	REF034	0.71
17	0.56	13	35	REF	REF035	0.6
17	0.56	14	36	REF	REF036	1.38
17	0.56	15	37	REF	REF037	1.38
18	0.03	1				
19	0.09	1	38	REF	REF038	1.33
19	0.09	2	44	ALT	SV03	0.73
19	0.09	3	50	ALT	SV09	0.71
19	0.09	4	32	REF	REF032	0.97
19	0.09	5	31	REF	REF031	1.46
19	0.09	6	30	REF	REF030	2.05
19	0.09	7	29	REF	REF029	0.93
19	0.09	8	28	REF	REF028	1.45
19	0.09	9	27	REF	REF027	1.39
19	0.09	10	44	ALT	SV03	0.73
19	0.09	11	38	REF	REF038	1.33
20	0.59	1	30	REF	REF030	2.05
20	0.59	2	46	ALT	SV05	0.59
20	0.59	3	36	REF	REF036	1.38
20	0.59	4	37	REF	REF037	1.38
20	0.59	5	38	REF	REF038	1.33
20	0.59	6	39	REF	REF039	0.6
20	0.59	7	40	REF	REF040	0.7
20	0.59	8	41	REF	REF041	0.69
21	0.15	1	38	REF	REF038	1.33
21	0.15	2	44	ALT	SV03	0.73
21	0.15	3	27	REF	REF027	1.39
21	0.15	4	28	REF	REF028	1.45
21	0.15	5	29	REF	REF029	0.93
21	0.15	6	30	REF	REF030	2.05
21	0.15	7	31	REF	REF031	1.46
22	0.19	1	30	REF	REF030	2.05
22	0.19	2	31	REF	REF031	1.46
22	0.19	3	32	REF	REF032	0.97
22	0.19	4	50	ALT	SV09	0.71
22	0.19	5	44	ALT	SV03	0.73
22	0.19	6	38	REF	REF038	1.33
22	0.19	7	37	REF	REF037	1.38
22	0.19	8	36	REF	REF036	1.38
23	0.01	1	38	REF	REF038	1.33
23	0.01	2	39	REF	REF039	0.6
23	0.01	3	40	REF	REF040	0.7
23	0.01	4	41	REF	REF041	0.69
24	0.16	1	38	REF	REF038	1.33
24	0.16	2	44	ALT	SV03	0.73
24	0.16	3	27	REF	REF027	1.39
24	0.16	4	28	REF	REF028	1.45
25	0.11	1	34	REF	REF034	0.71
26	0.09	1	40	REF	REF040	0.7
26	0.09	2	41	REF	REF041	0.69
27	0.01	1	40	REF	REF040	0.7
28	0.08	1				
29	0.11	1	27	REF	REF027	1.39
29	0.11	2	28	REF	REF028	1.45
30	0.23	1	33	REF	REF033	0.83
31	0.5	1				
32	0.34	1	30	REF	REF030	2.05
32	0.34	2	31	REF	REF031	1.46
33	0.06	1	28	REF	REF028	1.45
34	0.03	1				
35	0.62	1				
36	0.08	1				
37	0.04	1				
38	0.69	1	52	ALT	SV11	0.69
39	0.67	1	59	ALT	EXT01	0.67
40	0.01	1				
41	0.68	1				
