walk_id	walk_cn	circular	order	node_id	chrom	start	end	strand
14	0.05	FALSE	11	15	chr18	37300000	37800000	-
15	0.13	FALSE	1	8	chr18	28250000	28300000	+
15	0.13	FALSE	2	9	chr18	28300000	28350000	+
15	0.13	FALSE	3	10	chr18	28350000	29350000	+
15	0.13	FALSE	4	11	chr18	29350000	29600000	+
15	0.13	FALSE	5	12	chr18	29600000	31450000	+
16	0.16	FALSE	1	15	chr18	37300000	37800000	+
16	0.16	FALSE	2	16	chr18	37800000	39450000	+
16	0.16	FALSE	3	17	chr18	39450000	39700000	+
16	0.16	FALSE	4	18	chr18	39700000	41500000	+
16	0.16	FALSE	5	19	chr18	41500000	42000000	+
16	0.16	FALSE	6	20	chr18	42000000	46600000	+
16	0.16	FALSE	7	21	chr18	46600000	47050000	+
16	0.16	FALSE	8	22	chr18	47050000	48050000	+
16	0.16	FALSE	9	23	chr18	48050000	49750000	+
16	0.16	FALSE	10	24	chr18	49750000	50550000	+
16	0.16	FALSE	11	28	chr18	64700000	65000000	+
17	0.16	FALSE	1	36	chr18	79000000	79850000	-
17	0.16	FALSE	2	35	chr18	77550000	79000000	-
17	0.16	FALSE	3	34	chr18	71950000	77550000	-
17	0.16	FALSE	4	33	chr18	71250000	71950000	-
17	0.16	FALSE	5	32	chr18	70200000	71250000	-
18	0.29	FALSE	1	9	chr18	28300000	28350000	+
18	0.29	FALSE	2	10	chr18	28350000	29350000	+
19	0.55	FALSE	1	7	chr18	27500000	28250000	+
20	0.17	FALSE	1	5	chr18	26000000	26400000	+
21	0.37	FALSE	1	8	chr18	28250000	28300000	+
22	0.1	FALSE	1	19	chr18	41500000	42000000	+
22	0.1	FALSE	2	20	chr18	42000000	46600000	+
22	0.1	FALSE	3	31	chr18	69850000	70200000	+
22	0.1	FALSE	4	32	chr18	70200000	71250000	+
22	0.1	FALSE	5	33	chr18	71250000	71950000	+
22	0.1	FALSE	6	34	chr18	71950000	77550000	+
22	0.1	FALSE	7	35	chr18	77550000	79000000	+
22	0.1	FALSE	8	36	chr18	79000000	79850000	+
23	0.23	FALSE	1	26	chr18	52550000	64500000	+
23	0.23	FALSE	2	27	chr18	64500000	64700000	+
23	0.23	FALSE	3	28	chr18	64700000	65000000	+
24	0.13	FALSE	1	2	chr18	22950000	24550000	+
24	0.13	FALSE	2	3	chr18	24550000	25600000	+
24	0.13	FALSE	3	4	chr18	25600000	26000000	+
24	0.13	FALSE	4	5	chr18	26000000	26400000	+
24	0.13	FALSE	5	6	chr18	26400000	27500000	+
24	0.13	FALSE	6	7	chr18	27500000	28250000	+
24	0.13	FALSE	7	8	chr18	28250000	28300000	+
24	0.13	FALSE	8	9	chr18	28300000	28350000	+
24	0.13	FALSE	9	10	chr18	28350000	29350000	+
25	0.76	FALSE	1	12	chr18	29600000	31450000	+
26	0.03	FALSE	1	15	chr18	37300000	37800000	+
27	0.18	FALSE	1	1	chr18	0	22950000	+
27	0.18	FALSE	2	2	chr18	22950000	24550000	+
27	0.18	FALSE	3	3	chr18	24550000	25600000	+
27	0.18	FALSE	4	4	chr18	25600000	26000000	+
27	0.18	FALSE	5	5	chr18	26000000	26400000	+
27	0.18	FALSE	6	6	chr18	26400000	27500000	+
27	0.18	FALSE	7	7	chr18	27500000	28250000	+
27	0.18	FALSE	8	8	chr18	28250000	28300000	+
27	0.18	FALSE	9	9	chr18	28300000	28350000	+
27	0.18	FALSE	10	10	chr18	28350000	29350000	+
28	0.14	FALSE	1	19	chr18	41500000	42000000	+
28	0.14	FALSE	2	20	chr18	42000000	46600000	+
28	0.14	FALSE	3	31	chr18	69850000	70200000	+
28	0.14	FALSE	4	32	chr18	70200000	71250000	+
28	0.14	FALSE	5	33	chr18	71250000	71950000	+
28	0.14	FALSE	6	17	chr18	39450000	39700000	+
28	0.14	FALSE	7	18	chr18	39700000	41500000	+
29	0.21	FALSE	1	34	chr18	71950000	77550000	+
29	0.21	FALSE	2	35	chr18	77550000	79000000	+
29	0.21	FALSE	3	36	chr18	79000000	79850000	+
30	0.19	FALSE	1	15	chr18	37300000	37800000	+
30	0.19	FALSE	2	16	chr18	37800000	39450000	+
31	0.57	TRUE	1	12	chr18	29600000	31450000	+
31	0.57	TRUE	2	11	chr18	29350000	29600000	+
32	0.57	FALSE	1	28	chr18	64700000	65000000	+
33	1.02	FALSE	1	1	chr18	0	22950000	+
33	1.02	FALSE	2	2	chr18	22950000	24550000	+
34	0.06	FALSE	1	26	chr18	52550000	64500000	+
35	0.08	FALSE	1	11	chr18	29350000	29600000	+
35	0.08	FALSE	2	12	chr18	29600000	31450000	+
35	0.08	FALSE	3	13	chr18	31450000	37150000	+
36	0.27	FALSE	1	34	chr18	71950000	77550000	+
37	0.12	FALSE	1	20	chr18	42000000	46600000	+
38	0.21	FALSE	1	31	chr18	69850000	70200000	+
38	0.21	FALSE	2	32	chr18	70200000	71250000	+
38	0.21	FALSE	3	33	chr18	71250000	71950000	+
38	0.21	FALSE	4	17	chr18	39450000	39700000	+
38	0.21	FALSE	5	18	chr18	39700000	41500000	+
39	0.06	FALSE	1	4	chr18	25600000	26000000	+
39	0.06	FALSE	2	5	chr18	26000000	26400000	+
39	0.06	FALSE	3	6	chr18	26400000	27500000	+
39	0.06	FALSE	4	7	chr18	27500000	28250000	+
39	0.06	FALSE	5	8	chr18	28250000	28300000	+
39	0.06	FALSE	6	9	chr18	28300000	28350000	+
39	0.06	FALSE	7	10	chr18	28350000	29350000	+
40	0.01	FALSE	1	22	chr18	47050000	48050000	+
40	0.01	FALSE	2	23	chr18	48050000	49750000	+
41	0.19	FALSE	1	36	chr18	79000000	79850000	+
42	0.33	FALSE	1	29	chr18	65000000	65800000	+
43	0.16	TRUE	1	15	chr18	37300000	37800000	+
43	0.16	TRUE	2	14	chr18	37150000	37300000	+
44	0.63	FALSE	1	27	chr18	64500000	64700000	+
44	0.63	FALSE	2	28	chr18	64700000	65000000	+
45	0.61	FALSE	1	19	chr18	41500000	42000000	+
46	0.27	FALSE	1	1	chr18	0	22950000	+
46	0.27	FALSE	2	2	chr18	22950000	24550000	+
46	0.27	FALSE	3	3	chr18	24550000	25600000	+
46	0.27	FALSE	4	12	chr18	29600000	31450000	+
46	0.27	FALSE	5	13	chr18	31450000	37150000	+
47	0.21	FALSE	1	4	chr18	25600000	26000000	+
47	0.21	FALSE	2	5	chr18	26000000	26400000	+
47	0.21	FALSE	3	6	chr18	26400000	27500000	+
47	0.21	FALSE	4	7	chr18	27500000	28250000	+
47	0.21	FALSE	5	19	chr18	41500000	42000000	+
47	0.21	FALSE	6	20	chr18	42000000	46600000	+
47	0.21	FALSE	7	31	chr18	69850000	70200000	+
47	0.21	FALSE	8	32	chr18	70200000	71250000	+
47	0.21	FALSE	9	33	chr18	71250000	71950000	+
47	0.21	FALSE	10	34	chr18	71950000	77550000	+
47	0.21	FALSE	11	35	chr18	77550000	79000000	+
47	0.21	FALSE	12	36	chr18	79000000	79850000	+
47	0.21	FALSE	13	37	chr18	79850000	80373285	+
48	0.02	FALSE	1	26	chr18	52550000	64500000	-
48	0.02	FALSE	2	25	chr18	50550000	52550000	-
49	0.05	FALSE	1	27	chr18	64500000	64700000	+
49	0.05	FALSE	2	28	chr18	64700000	65000000	+
49	0.05	FALSE	3	29	chr18	65000000	65800000	+
49	0.05	FALSE	4	30	chr18	65800000	69850000	+
50	0.08	FALSE	1	21	chr18	46600000	47050000	+
50	0.08	FALSE	2	22	chr18	47050000	48050000	+
50	0.08	FALSE	3	23	chr18	48050000	49750000	+
51	0.27	FALSE	1	16	chr18	37800000	39450000	-
51	0.27	FALSE	2	15	chr18	37300000	37800000	-
51	0.27	FALSE	3	8	chr18	28250000	28300000	-
52	0.02	FALSE	1	17	chr18	39450000	39700000	+
52	0.02	FALSE	2	18	chr18	39700000	41500000	+
53	0.01	FALSE	1	24	chr18	49750000	50550000	+
54	1.03	FALSE	1	11	chr18	29350000	29600000	+
55	0.51	FALSE	1	1	chr18	0	22950000	+
56	0.01	FALSE	1	6	chr18	26400000	27500000	+
56	0.01	FALSE	2	7	chr18	27500000	28250000	+
56	0.01	FALSE	3	19	chr18	41500000	42000000	+
56	0.01	FALSE	4	20	chr18	42000000	46600000	+
56	0.01	FALSE	5	31	chr18	69850000	70200000	+
56	0.01	FALSE	6	32	chr18	70200000	71250000	+
56	0.01	FALSE	7	33	chr18	71250000	71950000	+
56	0.01	FALSE	8	34	chr18	71950000	77550000	+
56	0.01	FALSE	9	35	chr18	77550000	79000000	+
56	0.01	FALSE	10	36	chr18	79000000	79850000	+
56	0.01	FALSE	11	37	chr18	79850000	80373285	+
57	0.38	FALSE	1	2	chr18	22950000	24550000	-
57	0.38	FALSE	2	22	chr18	47050000	48050000	+
57	0.38	FALSE	3	26	chr18	52550000	64500000	+
58	0.43	FALSE	1	13	chr18	31450000	37150000	+
59	0.7	FALSE	1	14	chr18	37150000	37300000	+
59	0.7	FALSE	2	15	chr18	37300000	37800000	+
59	0.7	FALSE	3	16	chr18	37800000	39450000	+
60	0.02	FALSE	1	25	chr18	50550000	52550000	+
61	0.36	TRUE	1	24	chr18	49750000	50550000	+
61	0.36	TRUE	2	28	chr18	64700000	65000000	+
61	0.36	TRUE	3	29	chr18	65000000	65800000	+
62	0.04	FALSE	1	18	chr18	39700000	41500000	+
63	0.04	FALSE	1	23	chr18	48050000	49750000	+
64	0.38	FALSE	1	21	chr18	46600000	47050000	+
65	0.7	FALSE	1	17	chr18	39450000	39700000	+
66	1.09	FALSE	1	27	chr18	64500000	64700000	+
