walk_id	walk_cn	order	edge_id	type	label	edge_cn
3	0.02	14	18	REF	REF018	0.04
3	0.02	15	19	REF	REF019	0
4	0.12	1	32	REF	REF032	0
5	0.01	1	7	REF	REF007	0.3
5	0.01	2	8	REF	REF008	0.3
5	0.01	3	9	REF	REF009	0.04
5	0.01	4	10	REF	REF010	0.04
5	0.01	5	11	REF	REF011	0.04
5	0.01	6	12	REF	REF012	0.04
5	0.01	7	13	REF	REF013	0.04
5	0.01	8	14	REF	REF014	0.04
5	0.01	9	15	REF	REF015	0.04
5	0.01	10	16	REF	REF016	0.04
5	0.01	11	17	REF	REF017	0.04
5	0.01	12	18	REF	REF018	0.04
5	0.01	13	19	REF	REF019	0
8	0.04	1	41	ALT	SV05	0
8	0.04	2	17	REF	REF017	0.04
8	0.04	3	18	REF	REF018	0.04
8	0.04	4	48	ALT	SV12	0.04
8	0.04	5	8	REF	REF008	0.3
8	0.04	6	7	REF	REF007	0.3
8	0.04	7	6	REF	REF006	0.3
8	0.04	8	5	REF	REF005	0.3
9	0.05	1	31	REF	REF031	0
9	0.05	2	37	ALT	SV01	0
9	0.05	3	19	REF	REF019	0
9	0.05	4	18	REF	REF018	0.04
9	0.05	5	17	REF	REF017	0.04
9	0.05	6	41	ALT	SV05	0
9	0.05	7	32	REF	REF032	0
10	0.06	1	7	REF	REF007	0.3
10	0.06	2	8	REF	REF008	0.3
10	0.06	3	9	REF	REF009	0.04
10	0.06	4	10	REF	REF010	0.04
10	0.06	5	11	REF	REF011	0.04
10	0.06	6	12	REF	REF012	0.04
10	0.06	7	13	REF	REF013	0.04
10	0.06	8	14	REF	REF014	0.04
10	0.06	9	15	REF	REF015	0.04
10	0.06	10	16	REF	REF016	0.04
10	0.06	11	17	REF	REF017	0.04
10	0.06	12	18	REF	REF018	0.04
10	0.06	13	48	ALT	SV12	0.04
10	0.06	14	8	REF	REF008	0.3
10	0.06	15	7	REF	REF007	0.3
11	0.27	1	32	REF	REF032	0
11	0.27	2	33	REF	REF033	0
11	0.27	3	34	REF	REF034	0
11	0.27	4	35	REF	REF035	0
11	0.27	5	36	REF	REF036	0
12	0.13	1	15	REF	REF015	0.04
12	0.13	2	16	REF	REF016	0.04
12	0.13	3	17	REF	REF017	0.04
12	0.13	4	18	REF	REF018	0.04
12	0.13	5	19	REF	REF019	0
12	0.13	6	37	ALT	SV01	0
12	0.13	7	31	REF	REF031	0
12	0.13	8	32	REF	REF032	0
12	0.13	9	33	REF	REF033	0
12	0.13	10	34	REF	REF034	0
12	0.13	11	35	REF	REF035	0
12	0.13	12	36	REF	REF036	0
13	0.07	1	7	REF	REF007	0.3
13	0.07	2	8	REF	REF008	0.3
13	0.07	3	9	REF	REF009	0.04
13	0.07	4	10	REF	REF010	0.04
13	0.07	5	11	REF	REF011	0.04
13	0.07	6	12	REF	REF012	0.04
14	0.05	1	27	REF	REF027	0
14	0.05	2	26	REF	REF026	0
14	0.05	3	40	ALT	SV04	0
14	0.05	4	21	REF	REF021	0
14	0.05	5	20	REF	REF020	0
14	0.05	6	19	REF	REF019	0
14	0.05	7	18	REF	REF018	0.04
14	0.05	8	17	REF	REF017	0.04
14	0.05	9	16	REF	REF016	0.04
14	0.05	10	15	REF	REF015	0.04
15	0.13	1	8	REF	REF008	0.3
15	0.13	2	9	REF	REF009	0.04
15	0.13	3	10	REF	REF010	0.04
15	0.13	4	11	REF	REF011	0.04
16	0.16	1	15	REF	REF015	0.04
16	0.16	2	16	REF	REF016	0.04
16	0.16	3	17	REF	REF017	0.04
16	0.16	4	18	REF	REF018	0.04
16	0.16	5	19	REF	REF019	0
16	0.16	6	20	REF	REF020	0
16	0.16	7	21	REF	REF021	0
16	0.16	8	22	REF	REF022	0
16	0.16	9	23	REF	REF023	0
16	0.16	10	45	ALT	SV09	0
17	0.16	1	35	REF	REF035	0
17	0.16	2	34	REF	REF034	0
17	0.16	3	33	REF	REF033	0
17	0.16	4	32	REF	REF032	0
18	0.29	1	9	REF	REF009	0.04
22	0.1	1	19	REF	REF019	0
22	0.1	2	37	ALT	SV01	0
22	0.1	3	31	REF	REF031	0
22	0.1	4	32	REF	REF032	0
22	0.1	5	33	REF	REF033	0
22	0.1	6	34	REF	REF034	0
22	0.1	7	35	REF	REF035	0
23	0.23	1	26	REF	REF026	0
23	0.23	2	27	REF	REF027	0
24	0.13	1	2	REF	REF002	0
24	0.13	2	3	REF	REF003	0
24	0.13	3	4	REF	REF004	0
24	0.13	4	5	REF	REF005	0.3
24	0.13	5	6	REF	REF006	0.3
24	0.13	6	7	REF	REF007	0.3
24	0.13	7	8	REF	REF008	0.3
24	0.13	8	9	REF	REF009	0.04
27	0.18	1	1	REF	REF001	0
27	0.18	2	2	REF	REF002	0
27	0.18	3	3	REF	REF003	0
27	0.18	4	4	REF	REF004	0
27	0.18	5	5	REF	REF005	0.3
27	0.18	6	6	REF	REF006	0.3
27	0.18	7	7	REF	REF007	0.3
27	0.18	8	8	REF	REF008	0.3
27	0.18	9	9	REF	REF009	0.04
28	0.14	1	19	REF	REF019	0
28	0.14	2	37	ALT	SV01	0
28	0.14	3	31	REF	REF031	0
28	0.14	4	32	REF	REF032	0
28	0.14	5	41	ALT	SV05	0
28	0.14	6	17	REF	REF017	0.04
29	0.21	1	34	REF	REF034	0
29	0.21	2	35	REF	REF035	0
30	0.19	1	15	REF	REF015	0.04
31	0.57	1	38	ALT	SV02	0
31	0.57	2	11	REF	REF011	0.04
33	1.02	1	1	REF	REF001	0
35	0.08	1	11	REF	REF011	0.04
35	0.08	2	12	REF	REF012	0.04
38	0.21	1	31	REF	REF031	0
38	0.21	2	32	REF	REF032	0
38	0.21	3	41	ALT	SV05	0
38	0.21	4	17	REF	REF017	0.04
39	0.06	1	4	REF	REF004	0
39	0.06	2	5	REF	REF005	0.3
39	0.06	3	6	REF	REF006	0.3
39	0.06	4	7	REF	REF007	0.3
39	0.06	5	8	REF	REF008	0.3
39	0.06	6	9	REF	REF009	0.04
40	0.01	1	22	REF	REF022	0
43	0.16	1	46	ALT	SV10	0
43	0.16	2	14	REF	REF014	0.04
44	0.63	1	27	REF	REF027	0
46	0.27	1	1	REF	REF001	0
46	0.27	2	2	REF	REF002	0
46	0.27	3	39	ALT	SV03	0
46	0.27	4	12	REF	REF012	0.04
47	0.21	1	4	REF	REF004	0
47	0.21	2	5	REF	REF005	0.3
47	0.21	3	6	REF	REF006	0.3
47	0.21	4	43	ALT	SV07	0
47	0.21	5	19	REF	REF019	0
47	0.21	6	37	ALT	SV01	0
47	0.21	7	31	REF	REF031	0
47	0.21	8	32	REF	REF032	0
47	0.21	9	33	REF	REF033	0
47	0.21	10	34	REF	REF034	0
47	0.21	11	35	REF	REF035	0
47	0.21	12	36	REF	REF036	0
48	0.02	1	25	REF	REF025	0
49	0.05	1	27	REF	REF027	0
49	0.05	2	28	REF	REF028	0
49	0.05	3	29	REF	REF029	0
50	0.08	1	21	REF	REF021	0
50	0.08	2	22	REF	REF022	0
51	0.27	1	15	REF	REF015	0.04
51	0.27	2	44	ALT	SV08	0
52	0.02	1	17	REF	REF017	0.04
56	0.01	1	6	REF	REF006	0.3
56	0.01	2	43	ALT	SV07	0
56	0.01	3	19	REF	REF019	0
56	0.01	4	37	ALT	SV01	0
56	0.01	5	31	REF	REF031	0
56	0.01	6	32	REF	REF032	0
56	0.01	7	33	REF	REF033	0
56	0.01	8	34	REF	REF034	0
56	0.01	9	35	REF	REF035	0
56	0.01	10	36	REF	REF036	0
57	0.38	1	42	ALT	SV06	0
57	0.38	2	40	ALT	SV04	0
59	0.7	1	14	REF	REF014	0.04
59	0.7	2	15	REF	REF015	0.04
61	0.36	1	45	ALT	SV09	0
61	0.36	2	28	REF	REF028	0
61	0.36	3	47	ALT	SV11	0
