walk_id	walk_cn	circular	order	node_id	chrom	start	end	strand	old_walk_cn	capacity_scale
2	0.0041761085549800805	False	3	7	chr18	27500000	28250000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	4	8	chr18	28250000	28300000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	5	9	chr18	28300000	28350000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	6	10	chr18	28350000	29350000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	7	11	chr18	29350000	29600000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	8	12	chr18	29600000	31450000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	9	13	chr18	31450000	37150000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	10	14	chr18	37150000	37300000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	11	15	chr18	37300000	37800000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	12	16	chr18	37800000	39450000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	13	17	chr18	39450000	39700000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	14	18	chr18	39700000	41500000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	15	19	chr18	41500000	42000000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	16	20	chr18	42000000	46600000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	17	21	chr18	46600000	47050000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	18	22	chr18	47050000	48050000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	19	26	chr18	52550000	64500000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	20	27	chr18	64500000	64700000	+	0.01	0.417610855498008
2	0.0041761085549800805	False	21	28	chr18	64700000	65000000	+	0.01	0.417610855498008
3	0.016704434219920322	False	1	7	chr18	27500000	28250000	+	0.04	0.417610855498008
3	0.016704434219920322	False	2	8	chr18	28250000	28300000	+	0.04	0.417610855498008
3	0.016704434219920322	False	3	9	chr18	28300000	28350000	+	0.04	0.417610855498008
3	0.016704434219920322	False	4	10	chr18	28350000	29350000	+	0.04	0.417610855498008
3	0.016704434219920322	False	5	11	chr18	29350000	29600000	+	0.04	0.417610855498008
3	0.016704434219920322	False	6	12	chr18	29600000	31450000	+	0.04	0.417610855498008
3	0.016704434219920322	False	7	13	chr18	31450000	37150000	+	0.04	0.417610855498008
3	0.016704434219920322	False	8	14	chr18	37150000	37300000	+	0.04	0.417610855498008
3	0.016704434219920322	False	9	15	chr18	37300000	37800000	+	0.04	0.417610855498008
3	0.016704434219920322	False	10	16	chr18	37800000	39450000	+	0.04	0.417610855498008
3	0.016704434219920322	False	11	17	chr18	39450000	39700000	+	0.04	0.417610855498008
3	0.016704434219920322	False	12	18	chr18	39700000	41500000	+	0.04	0.417610855498008
3	0.016704434219920322	False	13	19	chr18	41500000	42000000	+	0.04	0.417610855498008
3	0.016704434219920322	False	14	20	chr18	42000000	46600000	+	0.04	0.417610855498008
3	0.016704434219920322	False	15	21	chr18	46600000	47050000	+	0.04	0.417610855498008
3	0.016704434219920322	False	16	22	chr18	47050000	48050000	+	0.04	0.417610855498008
3	0.016704434219920322	False	17	26	chr18	52550000	64500000	+	0.04	0.417610855498008
3	0.016704434219920322	False	18	27	chr18	64500000	64700000	+	0.04	0.417610855498008
3	0.016704434219920322	False	19	28	chr18	64700000	65000000	+	0.04	0.417610855498008
3	0.016704434219920322	False	20	29	chr18	65000000	65800000	+	0.04	0.417610855498008
4	0.14411426347824702	False	1	7	chr18	27500000	28250000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	2	8	chr18	28250000	28300000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	3	9	chr18	28300000	28350000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	4	10	chr18	28350000	29350000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	5	11	chr18	29350000	29600000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	6	12	chr18	29600000	31450000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	7	13	chr18	31450000	37150000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	8	14	chr18	37150000	37300000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	9	15	chr18	37300000	37800000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	10	16	chr18	37800000	39450000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	11	17	chr18	39450000	39700000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	12	18	chr18	39700000	41500000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	13	19	chr18	41500000	42000000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	14	20	chr18	42000000	46600000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	15	31	chr18	69850000	70200000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	16	32	chr18	70200000	71250000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	17	33	chr18	71250000	71950000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	18	34	chr18	71950000	77550000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	19	35	chr18	77550000	79000000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	20	36	chr18	79000000	79850000	+	0.29	0.4969457361318863
4	0.14411426347824702	False	21	37	chr18	79850000	80373285	+	0.29	0.4969457361318863
5	0.18386992236879793	False	1	7	chr18	27500000	28250000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	2	8	chr18	28250000	28300000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	3	9	chr18	28300000	28350000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	4	10	chr18	28350000	29350000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	5	11	chr18	29350000	29600000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	6	12	chr18	29600000	31450000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	7	13	chr18	31450000	37150000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	8	14	chr18	37150000	37300000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	9	15	chr18	37300000	37800000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	10	16	chr18	37800000	39450000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	11	17	chr18	39450000	39700000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	12	18	chr18	39700000	41500000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	13	19	chr18	41500000	42000000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	14	20	chr18	42000000	46600000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	15	31	chr18	69850000	70200000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	16	32	chr18	70200000	71250000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	17	33	chr18	71250000	71950000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	18	34	chr18	71950000	77550000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	19	35	chr18	77550000	79000000	+	0.37	0.4969457361318863
5	0.18386992236879793	False	20	36	chr18	79000000	79850000	+	0.37	0.4969457361318863
6	0.08263899172552693	False	1	9	chr18	28300000	28350000	+	0.37	0.2233486262852079
6	0.08263899172552693	False	2	19	chr18	41500000	42000000	-	0.37	0.2233486262852079
6	0.08263899172552693	False	3	7	chr18	27500000	28250000	-	0.37	0.2233486262852079
6	0.08263899172552693	False	4	6	chr18	26400000	27500000	-	0.37	0.2233486262852079
6	0.08263899172552693	False	5	5	chr18	26000000	26400000	-	0.37	0.2233486262852079
6	0.08263899172552693	False	6	4	chr18	25600000	26000000	-	0.37	0.2233486262852079
6	0.08263899172552693	False	7	3	chr18	24550000	25600000	-	0.37	0.2233486262852079
6	0.08263899172552693	False	8	2	chr18	22950000	24550000	-	0.37	0.2233486262852079
6	0.08263899172552693	False	9	1	chr18	0	22950000	-	0.37	0.2233486262852079
7	0.014908372083956588	False	1	9	chr18	28300000	28350000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	2	10	chr18	28350000	29350000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	3	11	chr18	29350000	29600000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	4	12	chr18	29600000	31450000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	5	13	chr18	31450000	37150000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	6	14	chr18	37150000	37300000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	7	15	chr18	37300000	37800000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	8	16	chr18	37800000	39450000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	9	17	chr18	39450000	39700000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	10	18	chr18	39700000	41500000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	11	19	chr18	41500000	42000000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	12	20	chr18	42000000	46600000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	13	31	chr18	69850000	70200000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	14	32	chr18	70200000	71250000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	15	33	chr18	71250000	71950000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	16	34	chr18	71950000	77550000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	17	35	chr18	77550000	79000000	+	0.03	0.4969457361318863
7	0.014908372083956588	False	18	36	chr18	79000000	79850000	+	0.03	0.4969457361318863
8	0.04436010907593211	False	1	5	chr18	26000000	26400000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	2	6	chr18	26400000	27500000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	3	7	chr18	27500000	28250000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	4	8	chr18	28250000	28300000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	5	15	chr18	37300000	37800000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	6	16	chr18	37800000	39450000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	7	17	chr18	39450000	39700000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	8	18	chr18	39700000	41500000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	9	19	chr18	41500000	42000000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	10	20	chr18	42000000	46600000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	11	21	chr18	46600000	47050000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	12	22	chr18	47050000	48050000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	13	26	chr18	52550000	64500000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	14	27	chr18	64500000	64700000	+	0.12	0.3696675756327676
8	0.04436010907593211	False	15	28	chr18	64700000	65000000	+	0.12	0.3696675756327676
9	1.1449200693112254	False	1	1	chr18	0	22950000	+	1.32	0.8673636888721403
9	1.1449200693112254	False	2	2	chr18	22950000	24550000	+	1.32	0.8673636888721403
10	0.03478620152923204	False	1	5	chr18	26000000	26400000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	2	6	chr18	26400000	27500000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	3	7	chr18	27500000	28250000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	4	8	chr18	28250000	28300000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	5	9	chr18	28300000	28350000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	6	10	chr18	28350000	29350000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	7	11	chr18	29350000	29600000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	8	12	chr18	29600000	31450000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	9	13	chr18	31450000	37150000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	10	14	chr18	37150000	37300000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	11	15	chr18	37300000	37800000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	12	16	chr18	37800000	39450000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	13	17	chr18	39450000	39700000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	14	18	chr18	39700000	41500000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	15	19	chr18	41500000	42000000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	16	20	chr18	42000000	46600000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	17	21	chr18	46600000	47050000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	18	22	chr18	47050000	48050000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	19	23	chr18	48050000	49750000	+	0.07	0.4969457361318863
10	0.03478620152923204	False	20	24	chr18	49750000	50550000	+	0.07	0.4969457361318863
11	0.029816744167913176	False	1	5	chr18	26000000	26400000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	2	6	chr18	26400000	27500000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	3	7	chr18	27500000	28250000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	4	8	chr18	28250000	28300000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	5	9	chr18	28300000	28350000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	6	10	chr18	28350000	29350000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	7	11	chr18	29350000	29600000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	8	12	chr18	29600000	31450000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	9	13	chr18	31450000	37150000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	10	14	chr18	37150000	37300000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	11	15	chr18	37300000	37800000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	12	16	chr18	37800000	39450000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	13	17	chr18	39450000	39700000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	14	18	chr18	39700000	41500000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	15	19	chr18	41500000	42000000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	16	20	chr18	42000000	46600000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	17	21	chr18	46600000	47050000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	18	22	chr18	47050000	48050000	+	0.06	0.4969457361318863
11	0.029816744167913176	False	19	23	chr18	48050000	49750000	+	0.06	0.4969457361318863
12	0.29	False	1	1	chr18	0	22950000	+	0.29	1.0
13	0.05011330265976096	False	1	33	chr18	71250000	71950000	+	0.12	0.417610855498008
13	0.05011330265976096	False	2	17	chr18	39450000	39700000	+	0.12	0.417610855498008
13	0.05011330265976096	False	3	18	chr18	39700000	41500000	+	0.12	0.417610855498008
13	0.05011330265976096	False	4	19	chr18	41500000	42000000	+	0.12	0.417610855498008
13	0.05011330265976096	False	5	20	chr18	42000000	46600000	+	0.12	0.417610855498008
13	0.05011330265976096	False	6	21	chr18	46600000	47050000	+	0.12	0.417610855498008
13	0.05011330265976096	False	7	22	chr18	47050000	48050000	+	0.12	0.417610855498008
13	0.05011330265976096	False	8	26	chr18	52550000	64500000	+	0.12	0.417610855498008
13	0.05011330265976096	False	9	27	chr18	64500000	64700000	+	0.12	0.417610855498008
13	0.05011330265976096	False	10	28	chr18	64700000	65000000	+	0.12	0.417610855498008
14	0.008933945051408317	False	1	5	chr18	26000000	26400000	+	0.04	0.2233486262852079
14	0.008933945051408317	False	2	6	chr18	26400000	27500000	+	0.04	0.2233486262852079
14	0.008933945051408317	False	3	7	chr18	27500000	28250000	+	0.04	0.2233486262852079
14	0.008933945051408317	False	4	8	chr18	28250000	28300000	+	0.04	0.2233486262852079
14	0.008933945051408317	False	5	9	chr18	28300000	28350000	+	0.04	0.2233486262852079
14	0.008933945051408317	False	6	19	chr18	41500000	42000000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	7	18	chr18	39700000	41500000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	8	17	chr18	39450000	39700000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	9	16	chr18	37800000	39450000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	10	15	chr18	37300000	37800000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	11	14	chr18	37150000	37300000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	12	13	chr18	31450000	37150000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	13	12	chr18	29600000	31450000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	14	11	chr18	29350000	29600000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	15	10	chr18	28350000	29350000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	16	9	chr18	28300000	28350000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	17	8	chr18	28250000	28300000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	18	7	chr18	27500000	28250000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	19	6	chr18	26400000	27500000	-	0.04	0.2233486262852079
14	0.008933945051408317	False	20	5	chr18	26000000	26400000	-	0.04	0.2233486262852079
15	0.020880542774900403	False	1	26	chr18	52550000	64500000	+	0.05	0.417610855498008
15	0.020880542774900403	False	2	27	chr18	64500000	64700000	+	0.05	0.417610855498008
15	0.020880542774900403	False	3	28	chr18	64700000	65000000	+	0.05	0.417610855498008
15	0.020880542774900403	False	4	29	chr18	65000000	65800000	+	0.05	0.417610855498008
15	0.020880542774900403	False	5	30	chr18	65800000	69850000	+	0.05	0.417610855498008
16	0.06654016361389817	False	1	28	chr18	64700000	65000000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	2	24	chr18	49750000	50550000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	3	23	chr18	48050000	49750000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	4	22	chr18	47050000	48050000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	5	21	chr18	46600000	47050000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	6	20	chr18	42000000	46600000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	7	19	chr18	41500000	42000000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	8	18	chr18	39700000	41500000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	9	17	chr18	39450000	39700000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	10	16	chr18	37800000	39450000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	11	15	chr18	37300000	37800000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	12	8	chr18	28250000	28300000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	13	7	chr18	27500000	28250000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	14	6	chr18	26400000	27500000	-	0.18	0.3696675756327676
16	0.06654016361389817	False	15	5	chr18	26000000	26400000	-	0.18	0.3696675756327676
17	0.04624495027458758	False	1	36	chr18	79000000	79850000	-	0.07	0.6606421467798226
17	0.04624495027458758	False	2	35	chr18	77550000	79000000	-	0.07	0.6606421467798226
17	0.04624495027458758	False	3	34	chr18	71950000	77550000	-	0.07	0.6606421467798226
17	0.04624495027458758	False	4	33	chr18	71250000	71950000	-	0.07	0.6606421467798226
17	0.04624495027458758	False	5	32	chr18	70200000	71250000	-	0.07	0.6606421467798226
17	0.04624495027458758	False	6	31	chr18	69850000	70200000	-	0.07	0.6606421467798226
17	0.04624495027458758	False	7	20	chr18	42000000	46600000	-	0.07	0.6606421467798226
17	0.04624495027458758	False	8	19	chr18	41500000	42000000	-	0.07	0.6606421467798226
18	0.10435860458769612	False	1	5	chr18	26000000	26400000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	2	6	chr18	26400000	27500000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	3	7	chr18	27500000	28250000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	4	8	chr18	28250000	28300000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	5	9	chr18	28300000	28350000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	6	10	chr18	28350000	29350000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	7	11	chr18	29350000	29600000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	8	12	chr18	29600000	31450000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	9	13	chr18	31450000	37150000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	10	14	chr18	37150000	37300000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	11	15	chr18	37300000	37800000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	12	16	chr18	37800000	39450000	+	0.21	0.4969457361318863
18	0.10435860458769612	False	13	17	chr18	39450000	39700000	+	0.21	0.4969457361318863
19	0.104402713874502	False	1	26	chr18	52550000	64500000	+	0.25	0.417610855498008
19	0.104402713874502	False	2	27	chr18	64500000	64700000	+	0.25	0.417610855498008
19	0.104402713874502	False	3	28	chr18	64700000	65000000	+	0.25	0.417610855498008
20	0.06	False	1	26	chr18	52550000	64500000	+	0.06	1.0
21	0.21801190843734147	False	1	33	chr18	71250000	71950000	+	0.33	0.6606421467798226
21	0.21801190843734147	False	2	34	chr18	71950000	77550000	+	0.33	0.6606421467798226
21	0.21801190843734147	False	3	35	chr18	77550000	79000000	+	0.33	0.6606421467798226
21	0.21801190843734147	False	4	36	chr18	79000000	79850000	+	0.33	0.6606421467798226
21	0.21801190843734147	False	5	37	chr18	79850000	80373285	+	0.33	0.6606421467798226
22	0.06790749609687131	False	1	9	chr18	28300000	28350000	+	0.12	0.565895800807261
22	0.06790749609687131	False	2	10	chr18	28350000	29350000	+	0.12	0.565895800807261
22	0.06790749609687131	False	3	11	chr18	29350000	29600000	+	0.12	0.565895800807261
22	0.06790749609687131	False	4	12	chr18	29600000	31450000	+	0.12	0.565895800807261
22	0.06790749609687131	False	5	13	chr18	31450000	37150000	+	0.12	0.565895800807261
23	0.016513813586624442	False	1	20	chr18	42000000	46600000	+	0.02	0.8256906793312221
23	0.016513813586624442	False	2	31	chr18	69850000	70200000	+	0.02	0.8256906793312221
23	0.016513813586624442	False	3	32	chr18	70200000	71250000	+	0.02	0.8256906793312221
23	0.016513813586624442	False	4	33	chr18	71250000	71950000	+	0.02	0.8256906793312221
23	0.016513813586624442	False	5	17	chr18	39450000	39700000	+	0.02	0.8256906793312221
23	0.016513813586624442	False	6	18	chr18	39700000	41500000	+	0.02	0.8256906793312221
24	0.07113134124223897	False	1	13	chr18	31450000	37150000	-	0.1	0.7113134124223897
24	0.07113134124223897	False	2	12	chr18	29600000	31450000	-	0.1	0.7113134124223897
25	0.1201281899306883	False	1	11	chr18	29350000	29600000	-	0.21	0.5720389996699443
25	0.1201281899306883	False	2	12	chr18	29600000	31450000	-	0.21	0.5720389996699443
25	0.1201281899306883	False	3	3	chr18	24550000	25600000	-	0.21	0.5720389996699443
25	0.1201281899306883	False	4	2	chr18	22950000	24550000	-	0.21	0.5720389996699443
25	0.1201281899306883	False	5	22	chr18	47050000	48050000	+	0.21	0.5720389996699443
25	0.1201281899306883	False	6	23	chr18	48050000	49750000	+	0.21	0.5720389996699443
26	0.15855411522715743	False	1	32	chr18	70200000	71250000	+	0.24	0.6606421467798226
26	0.15855411522715743	False	2	33	chr18	71250000	71950000	+	0.24	0.6606421467798226
26	0.15855411522715743	False	3	34	chr18	71950000	77550000	+	0.24	0.6606421467798226
27	0.02	False	1	13	chr18	31450000	37150000	+	0.02	1.0
28	0.03	False	1	34	chr18	71950000	77550000	+	0.03	1.0
29	0.003696675756327676	False	1	16	chr18	37800000	39450000	-	0.01	0.3696675756327676
29	0.003696675756327676	False	2	15	chr18	37300000	37800000	-	0.01	0.3696675756327676
29	0.003696675756327676	False	3	8	chr18	28250000	28300000	-	0.01	0.3696675756327676
29	0.003696675756327676	False	4	7	chr18	27500000	28250000	-	0.01	0.3696675756327676
29	0.003696675756327676	False	5	6	chr18	26400000	27500000	-	0.01	0.3696675756327676
29	0.003696675756327676	False	6	5	chr18	26000000	26400000	-	0.01	0.3696675756327676
30	0.06573196042115702	False	1	2	chr18	22950000	24550000	-	0.07	0.9390280060165287
30	0.06573196042115702	False	2	22	chr18	47050000	48050000	+	0.07	0.9390280060165287
30	0.06573196042115702	False	3	23	chr18	48050000	49750000	+	0.07	0.9390280060165287
31	0.046903211519893656	False	1	8	chr18	28250000	28300000	+	0.21	0.2233486262852079
31	0.046903211519893656	False	2	9	chr18	28300000	28350000	+	0.21	0.2233486262852079
31	0.046903211519893656	False	3	19	chr18	41500000	42000000	-	0.21	0.2233486262852079
31	0.046903211519893656	False	4	7	chr18	27500000	28250000	-	0.21	0.2233486262852079
31	0.046903211519893656	False	5	6	chr18	26400000	27500000	-	0.21	0.2233486262852079
31	0.046903211519893656	False	6	5	chr18	26000000	26400000	-	0.21	0.2233486262852079
31	0.046903211519893656	False	7	4	chr18	25600000	26000000	-	0.21	0.2233486262852079
32	0.15067899726668738	False	1	21	chr18	46600000	47050000	+	0.17	0.8863470427452198
32	0.15067899726668738	False	2	22	chr18	47050000	48050000	+	0.17	0.8863470427452198
32	0.15067899726668738	False	3	23	chr18	48050000	49750000	+	0.17	0.8863470427452198
33	0.02829479004036305	False	1	9	chr18	28300000	28350000	+	0.05	0.565895800807261
33	0.02829479004036305	False	2	10	chr18	28350000	29350000	+	0.05	0.565895800807261
33	0.02829479004036305	False	3	11	chr18	29350000	29600000	+	0.05	0.565895800807261
33	0.02829479004036305	False	4	12	chr18	29600000	31450000	+	0.05	0.565895800807261
34	0.058244536370501934	False	1	31	chr18	69850000	70200000	+	0.07	0.8320648052928847
34	0.058244536370501934	False	2	32	chr18	70200000	71250000	+	0.07	0.8320648052928847
34	0.058244536370501934	False	3	33	chr18	71250000	71950000	+	0.07	0.8320648052928847
