chr	pos_start	pos_end	comp_name	comp_rank	continous_rank
chrX	3340001	3350000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3350001	3360000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3360001	3370000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3370001	3380000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3380001	3390000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3390001	3400000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3400001	3410000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3410001	3420000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3420001	3430000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3430001	3440000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3440001	3450000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3450001	3460000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3460001	3470000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3470001	3480000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3480001	3490000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3490001	3500000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3500001	3510000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3510001	3520000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3520001	3530000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3530001	3540000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3540001	3550000	A.2.2.2.2.2.1.2.2	0.625	0.575581395348837
chrX	3550001	3560000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3560001	3570000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3570001	3580000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3580001	3590000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3590001	3600000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3600001	3610000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3610001	3620000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3620001	3630000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3630001	3640000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3640001	3650000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3650001	3660000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3660001	3670000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3670001	3680000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3680001	3690000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3690001	3700000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3700001	3710000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3710001	3720000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3720001	3730000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3730001	3740000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3740001	3750000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3750001	3760000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3760001	3770000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3770001	3780000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3780001	3790000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3790001	3800000	A.2.1.2.2.1.1.2	0.75	0.709302325581395
chrX	3850001	3860000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3860001	3870000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3870001	3880000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3880001	3890000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3890001	3900000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3900001	3910000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3910001	3920000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3920001	3930000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3930001	3940000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3940001	3950000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3950001	3960000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3960001	3970000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3970001	3980000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3980001	3990000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	3990001	4e+06	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	4000001	4010000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	4010001	4020000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	4020001	4030000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	4030001	4040000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	4040001	4050000	B.1.2.2.2.1.2.2	0.375	0.267441860465116
chrX	4050001	4060000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4060001	4070000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4070001	4080000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4080001	4090000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4090001	4100000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4100001	4110000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4110001	4120000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4120001	4130000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4130001	4140000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4140001	4150000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4150001	4160000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4160001	4170000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4170001	4180000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4180001	4190000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4190001	4200000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4200001	4210000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4210001	4220000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4220001	4230000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4230001	4240000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4240001	4250000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4250001	4260000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4260001	4270000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4270001	4280000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4280001	4290000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4290001	4300000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4300001	4310000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4310001	4320000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4320001	4330000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4330001	4340000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4340001	4350000	B.2.1.1.1.1.2.2.1	0.25	0.215116279069767
chrX	4350001	4360000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4360001	4370000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4370001	4380000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4380001	4390000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4390001	4400000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4400001	4410000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4410001	4420000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4420001	4430000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4430001	4440000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4440001	4450000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4450001	4460000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4460001	4470000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4470001	4480000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4480001	4490000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4490001	4500000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4500001	4510000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4510001	4520000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4520001	4530000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4530001	4540000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4540001	4550000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4550001	4560000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4560001	4570000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4570001	4580000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4580001	4590000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4590001	4600000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4600001	4610000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4610001	4620000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4620001	4630000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4630001	4640000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4640001	4650000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4650001	4660000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4660001	4670000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4670001	4680000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4680001	4690000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4690001	4700000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4700001	4710000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4710001	4720000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4720001	4730000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4730001	4740000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4740001	4750000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4750001	4760000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4760001	4770000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4770001	4780000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4780001	4790000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4790001	4800000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4800001	4810000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4810001	4820000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4820001	4830000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4830001	4840000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4840001	4850000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4850001	4860000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4860001	4870000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4870001	4880000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4880001	4890000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4890001	4900000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4900001	4910000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4910001	4920000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4920001	4930000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4930001	4940000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4940001	4950000	B.2.1.2.1.2.1	0.25	0.13953488372093
chrX	4950001	4960000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	4960001	4970000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	4970001	4980000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	4980001	4990000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	4990001	5e+06	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5000001	5010000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5010001	5020000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5020001	5030000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5030001	5040000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5040001	5050000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5050001	5060000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5060001	5070000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5070001	5080000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5080001	5090000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5090001	5100000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5100001	5110000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5110001	5120000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5120001	5130000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5130001	5140000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5140001	5150000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5150001	5160000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5160001	5170000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5170001	5180000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5180001	5190000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5190001	5200000	B.2.1.2.1.2.2.1	0.25	0.133720930232558
chrX	5200001	5210000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5210001	5220000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5220001	5230000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5230001	5240000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5240001	5250000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5250001	5260000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5260001	5270000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5270001	5280000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5280001	5290000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5290001	5300000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5300001	5310000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5310001	5320000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5320001	5330000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5330001	5340000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5340001	5350000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5350001	5360000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5360001	5370000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5370001	5380000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5380001	5390000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5390001	5400000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5400001	5410000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5410001	5420000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5420001	5430000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5430001	5440000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5440001	5450000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5450001	5460000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5460001	5470000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5470001	5480000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5480001	5490000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5490001	5500000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5500001	5510000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5510001	5520000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5520001	5530000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5530001	5540000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5540001	5550000	B.2.1.2.1.1	0.25	0.145348837209302
chrX	5550001	5560000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5560001	5570000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5570001	5580000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5580001	5590000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5590001	5600000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5600001	5610000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5610001	5620000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5620001	5630000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5630001	5640000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5640001	5650000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5650001	5660000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5660001	5670000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5670001	5680000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5680001	5690000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5690001	5700000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5700001	5710000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5710001	5720000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5720001	5730000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5730001	5740000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5740001	5750000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5750001	5760000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5760001	5770000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5770001	5780000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5780001	5790000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5790001	5800000	B.1.2.2.2.2.1	0.375	0.261627906976744
chrX	5800001	5810000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5810001	5820000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5820001	5830000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5830001	5840000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5840001	5850000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5850001	5860000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5860001	5870000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5870001	5880000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5880001	5890000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5890001	5900000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5900001	5910000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5910001	5920000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5920001	5930000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5930001	5940000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5940001	5950000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5950001	5960000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5960001	5970000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5970001	5980000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5980001	5990000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	5990001	6e+06	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	6000001	6010000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	6010001	6020000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	6020001	6030000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	6030001	6040000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	6040001	6050000	B.2.1.2.1.2.2.2	0.25	0.127906976744186
chrX	6050001	6060000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6060001	6070000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6070001	6080000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6080001	6090000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6090001	6100000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6100001	6110000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6110001	6120000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6120001	6130000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6130001	6140000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6140001	6150000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6150001	6160000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6160001	6170000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6170001	6180000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6180001	6190000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6190001	6200000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6200001	6210000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6210001	6220000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6220001	6230000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6230001	6240000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6240001	6250000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6250001	6260000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6260001	6270000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6270001	6280000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
chrX	6280001	6290000	B.2.1.1.1.1.2.2.2	0.25	0.209302325581395
