edge_id	chrom	boundary	reference_cn
REF00107	chr12	17450000	2.486762967930134
REF00108	chr12	22700000	2.845320167826537
REF00109	chr12	24100000	2.6768791337708717
REF00110	chr12	26350000	2.6768791337708717
REF00111	chr12	28550000	2.6893415666642797
REF00112	chr12	31000000	2.6893415666642797
REF00113	chr12	31100000	2.6893415666642797
REF00114	chr12	34200000	2.919673408847506
REF00115	chr12	37300000	2.092466317714065
REF00116	chr12	38500000	2.092466317714065
REF00117	chr12	38550000	2.092466317714065
REF00118	chr12	98750000	2.092466317714065
REF00119	chr12	98800000	1.3643615470990507
REF00120	chr12	99550000	1.3643615470990507
REF00121	chr12	102350000	1.8633516964357004
REF00122	chr12	103200000	1.8633516964357004
REF00123	chr12	103800000	2.0643970870021553
REF00124	chr12	105300000	2.081411619010564
REF00125	chr12	107850000	1.8064884114878401
REF00126	chr12	108650000	1.8064884114878401
REF00127	chr12	113000000	1.8327080713798545
REF00128	chr12	113950000	1.6607075067277808
REF00129	chr12	114500000	1.6607075067277808
REF00130	chr12	115950000	1.86302495611153
REF00131	chr12	116350000	2.0076159456831775
REF00132	chr12	117000000	2.0076159456831775
REF00133	chr12	117900000	2.5240246500638053
REF00134	chr12	118400000	2.4929708263726784
REF00135	chr12	118700000	2.0511736018171667
REF00136	chr12	119550000	2.0511736018171667
REF00137	chr12	124200000	2.476407957075838
REF00138	chr12	127700000	2.1914731454057588
REF00139	chr12	127950000	1.936765921994707
REF00140	chr12	129950000	1.936765921994707
REF00141	chr12	130700000	2.194377903477074
REF00142	chr12	131700000	2.345601611889729
REF00143	chr12	132100000	2.274779960267913
REF00144	chr13	16200000	0.0020000059398117102
REF00145	chr13	17600000	0.0020000059398117102
REF00146	chr13	18000000	0.0020000059398117102
REF00147	chr13	18150000	0.0020000059398117102
REF00148	chr13	18600000	1.5828592776803259
REF00149	chr13	19200000	1.5828592776803259
REF00150	chr13	40800000	1.8282698172728449
REF00151	chr13	42250000	1.8854585048338024
REF00152	chr13	48500000	1.8854585048338024
REF00153	chr13	48700000	1.8854585048338024
REF00154	chr13	49550000	2.348997210320335
REF00155	chr13	49600000	2.348997210320335
REF00156	chr13	50900000	1.8632419156268822
REF00157	chr13	52700000	1.5498343230951312
REF00158	chr13	60050000	1.5498343230951312
REF00159	chr13	60550000	1.5460853886775556
REF00160	chr13	71150000	1.5460853886775556
REF00161	chr13	81700000	1.6745378662360317
REF00162	chr13	81750000	1.3234090037430393
REF00163	chr13	94550000	1.3234090037430393
REF00164	chr13	98100000	1.4290159309789405
REF00165	chr14	16100000	0.016449984103123285
REF00166	chr14	18200000	0.2801633218706295
REF00167	chr14	26400000	2.4564485119575683
REF00168	chr14	27050000	2.688827121645972
REF00169	chr14	29800000	2.796918082350028
REF00170	chr14	39750000	2.678447466204046
REF00171	chr14	43550000	2.678447466204046
REF00172	chr14	49450000	2.678447466204046
REF00173	chr14	53100000	2.8063209211408573
REF00174	chr14	63250000	2.8063209211408573
REF00175	chr14	63550000	5.106836958048261
REF00176	chr14	65000000	2.828942787530299
REF00177	chr14	66800000	2.828942787530299
REF00178	chr14	71000000	2.828942787530299
REF00179	chr14	73500000	4.431668597716225
REF00180	chr14	73700000	4.431668597716225
REF00181	chr14	77850000	3.954921337220249
REF00182	chr14	78150000	3.542900625498307
REF00183	chr14	79800000	3.542900625498307
REF00184	chr14	80050000	4.175387227352498
REF00185	chr14	81600000	4.3275785313186566
REF00186	chr14	87550000	4.007326335444279
REF00187	chr14	88350000	4.007326335444279
REF00188	chr14	88800000	4.572553341656144
REF00189	chr14	97050000	1.9215996588123847
REF00190	chr15	17000000	0.0020000059398117102
REF00191	chr15	19750000	0.5985235836604016
REF00192	chr15	20300000	2.4505863786785214
REF00193	chr15	20400000	2.4505863786785214
REF00194	chr15	20700000	0.9440008082955151
REF00195	chr15	22250000	0.9440008082955151
REF00196	chr15	22550000	0.9440008082955151
REF00197	chr15	23250000	1.6649167029834946
REF00198	chr15	28450000	1.6649167029834946
REF00199	chr15	75750000	2.0568706924146647
REF00200	chr15	81000000	2.0568706924146647
REF00201	chr15	100050000	2.6550775497229977
REF00202	chr15	101550000	6.793617534531065
REF00203	chr15	101600000	6.793617534531065
REF00204	chr15	101850000	1.4625429576524833
REF00205	chr16	5300000	1.399125134922545
REF00206	chr16	7800000	1.399125134922545
REF00207	chr16	8600000	1.535695303409036
REF00208	chr16	9350000	1.6721867769401357
REF00209	chr16	10250000	1.6721867769401357
REF00210	chr16	11700000	1.9786895829877156
REF00211	chr16	12100000	1.9249568412036209
REF00212	chr16	12500000	1.7465597520192073
REF00213	chr16	12850000	1.4923852433264782
REF00214	chr16	13550000	1.4923852433264782
REF00215	chr16	13850000	1.6406846837118987
REF00216	chr16	14800000	2.053901791487244
REF00217	chr16	15350000	2.856186131975386
REF00218	chr16	15400000	1.7793286407788416
REF00219	chr16	18150000	1.7793286407788416
REF00220	chr16	18550000	1.7793286407788416
REF00221	chr16	21750000	2.4869094861292305
REF00222	chr16	22550000	2.4869094861292305
REF00223	chr16	32150000	1.9747335443024894
REF00224	chr16	33600000	1.9747335443024894
REF00225	chr16	34550000	1.9747335443024894
REF00226	chr16	34750000	1.9747335443024894
REF00227	chr16	36050000	1.9747335443024894
REF00228	chr16	38300000	0.0020000059398117102
REF00229	chr16	46350000	0.0020000059398117102
REF00230	chr16	87200000	1.2571344903997683
REF00231	chr16	89150000	1.2571344903997683
REF00232	chr17	22750000	1.261340687917594
REF00233	chr17	26600000	1.261340687917594
REF00234	chr17	26900000	2.117825027073139
REF00235	chr17	59900000	2.117825027073139
REF00236	chr17	78100000	2.117825027073139
REF00237	chr17	78150000	2.117825027073139
REF00238	chr17	78750000	2.743044448661025
REF00239	chr17	79700000	2.743044448661025
REF00240	chr17	81250000	3.101338500976037
REF00241	chr17	82950000	3.2194449918951995
REF00242	chr18	15400000	1.9830093775307454
REF00243	chr18	22950000	1.9830093775307454
REF00244	chr18	24550000	0.5829645253090286
REF00245	chr18	25600000	0.5829645253090286
REF00246	chr18	26000000	0.5829645253090286
REF00247	chr18	26400000	1.4175886912335902
REF00248	chr18	27500000	1.4175886912335902
REF00249	chr18	28250000	2.1655943069148993
REF00250	chr18	28300000	2.1655943069148993
REF00251	chr18	28350000	1.4637762064653126
REF00252	chr18	29350000	1.4637762064653126
REF00253	chr18	29450000	1.4637762064653126
REF00254	chr18	29600000	2.47933806409337
REF00255	chr18	31050000	2.47933806409337
REF00256	chr18	31450000	1.4547588270840053
REF00257	chr18	37150000	1.4547588270840053
REF00258	chr18	37250000	1.4547588270840053
REF00259	chr18	37300000	1.4547588270840053
REF00260	chr18	37800000	2.0978037212223186
REF00261	chr18	39450000	2.0978037212223186
REF00262	chr18	39650000	2.0978037212223186
REF00263	chr18	39700000	1.4376355604500226
REF00264	chr18	41500000	1.4376355604500226
REF00265	chr18	41550000	1.4376355604500226
REF00266	chr18	42000000	2.10345798260873
REF00267	chr18	42050000	1.472462609587849
REF00268	chr18	46600000	0.6650063829759159
REF00269	chr18	47050000	1.1405731689501974
REF00270	chr18	48050000	0.7614810290059989
REF00271	chr18	49750000	0.7614810290059989
REF00272	chr18	49850000	0.7614810290059989
REF00273	chr18	50550000	0.037561279018320175
REF00274	chr18	52550000	0.037561279018320175
REF00275	chr18	52600000	0.037561279018320175
REF00276	chr18	64500000	0.7412643325773002
REF00277	chr18	64700000	2.048059174959969
REF00278	chr18	65000000	0.7380190698399283
REF00279	chr18	65750000	0.7380190698399283
REF00280	chr18	65800000	0.04487139976912208
REF00281	chr18	69850000	0.04487139976912208
REF00282	chr18	70150000	0.8523276263810552
REF00283	chr18	70200000	0.8523276263810552
REF00284	chr18	71250000	1.409747710553653
REF00285	chr18	71950000	1.918000903557147
REF00286	chr18	72000000	1.3647200157556476
REF00287	chr18	77550000	1.0866316698185667
REF00288	chr18	79000000	1.0866316698185667
REF00289	chr18	79850000	0.6199097069793694
REF00290	chr19	5300000	1.29355823095681
REF00291	chr19	10300000	1.29355823095681
REF00292	chr19	22400000	1.29355823095681
REF00293	chr19	24950000	0.0020000059398117102
REF00294	chr19	27200000	0.0020000059398117102
REF00295	chr19	27400000	1.6931901487924512
REF00296	chr19	27900000	1.6931901487924512
REF00297	chr19	28450000	1.6931901487924512
REF00298	chr19	29050000	3.081239873331971
REF00299	chr19	29150000	3.081239873331971
REF00300	chr19	29250000	1.021761867509989
REF00301	chr19	30500000	1.021761867509989
REF00302	chr19	30550000	1.021761867509989
REF00303	chr19	31250000	1.2191469231014442
REF00304	chr19	32300000	1.2191469231014442
REF00305	chr19	33100000	1.67831439729055
REF00306	chr19	36450000	1.67831439729055
REF00307	chr19	36500000	1.175679644145555
REF00308	chr19	38150000	1.175679644145555
REF00309	chr19	38200000	1.175679644145555
REF00310	chr19	39350000	1.6778712313127013
REF00311	chr19	42200000	1.4383980797700655
REF00312	chr19	42250000	1.4383980797700655
REF00313	chr19	43350000	1.264235296926463
REF00314	chr19	48900000	1.264235296926463
REF00315	chr19	50050000	1.4840081344740894
REF00316	chr19	56350000	1.4151441333809494
REF00317	chr19	57150000	1.4151441333809494
REF00318	chr19	57750000	1.88331040128588
REF00319	chr19	57950000	1.3393379163054513
REF00320	chr2	8700000	1.200863356993367
REF00321	chr2	10000000	1.327578343180801
REF00322	chr2	10350000	1.327578343180801
REF00323	chr2	11900000	2.170663358248555
REF00324	chr2	11950000	1.4591639581567903
REF00325	chr2	20850000	1.2250256863601476
REF00326	chr2	23700000	1.2250256863601476
REF00327	chr2	30650000	1.4934593811375378
REF00328	chr2	31800000	1.4934593811375378
REF00329	chr2	48750000	1.3367104578360833
REF00330	chr2	50650000	1.3367104578360833
REF00331	chr2	50700000	1.3367104578360833
REF00332	chr2	53550000	1.9910928646756634
REF00333	chr2	76850000	1.899906604000691
REF00334	chr2	78900000	1.668203164321716
REF00335	chr2	79900000	1.668203164321716
REF00336	chr2	81300000	1.9014270635667954
REF00337	chr2	85050000	2.172335600638013
REF00338	chr2	85650000	2.172335600638013
REF00339	chr2	86500000	2.172335600638013
REF00340	chr2	88100000	2.172335600638013
REF00341	chr2	88250000	1.902387050709158
REF00342	chr2	90450000	0.0020000059398117102
REF00343	chr2	91400000	0.0020000059398117102
REF00344	chr2	94850000	1.58659180239486
REF00345	chr2	169850000	1.58659180239486
REF00346	chr2	170950000	2.0063026327966136
REF00347	chr2	176050000	1.638972899955628
REF00348	chr2	176200000	1.638972899955628
REF00349	chr2	182150000	1.7463200651196524
REF00350	chr2	183050000	1.6235029431492192
REF00351	chr2	189000000	1.6235029431492192
REF00352	chr2	192450000	1.5571856986474222
REF00353	chr2	195700000	1.5571856986474222
REF00354	chr2	198900000	1.2462607939862513
REF00355	chr2	203000000	1.2462607939862513
REF00356	chr2	216500000	1.7463176442076715
REF00357	chr2	221950000	1.7463176442076715
REF00358	chr2	234950000	1.6609964616594648
REF00359	chr20	14250000	1.441280362001217
REF00360	chr20	14350000	0.6629766662182008
REF00361	chr20	14750000	0.6629766662182008
REF00362	chr20	15200000	0.6629766662182008
REF00363	chr20	15300000	0.6629766662182008
REF00364	chr20	24150000	0.0508140054393454
REF00365	chr20	24650000	0.0508140054393454
REF00366	chr20	28500000	2.117863194492669
REF00367	chr20	28800000	2.5459110240650427
REF00368	chr20	28850000	2.5459110240650427
REF00369	chr20	29250000	2.5459110240650427
REF00370	chr20	30450000	2.5459110240650427
REF00371	chr20	30600000	2.5459110240650427
REF00372	chr20	31000000	2.5459110240650427
REF00373	chr20	31050000	2.5459110240650427
REF00374	chr20	31100000	2.5459110240650427
REF00375	chr20	31300000	2.5459110240650427
REF00376	chr20	33600000	2.5459110240650427
REF00377	chr20	35450000	2.5459110240650427
REF00378	chr20	35550000	2.5459110240650427
REF00379	chr20	36100000	2.195693986212231
REF00380	chr20	41900000	1.6602862521747428
REF00381	chr20	43350000	1.6602862521747428
REF00382	chr20	45900000	1.9332314902346244
REF00383	chr20	46350000	1.9332314902346244
REF00384	chr20	54650000	1.8589216954893548
REF00385	chr20	56350000	1.8589216954893548
REF00386	chr20	60250000	1.6501669596149404
REF00387	chr20	62000000	1.6501669596149404
REF00388	chr21	5000000	0.0020000059398117102
REF00389	chr21	7300000	1.4240551309875145
REF00390	chr21	9800000	1.8841127473896113
REF00391	chr21	10250000	1.8841127473896113
REF00392	chr21	10650000	1.8841127473896113
REF00393	chr21	10850000	0.0020000059398117102
REF00394	chr21	12950000	0.0020000059398117102
REF00395	chr21	13250000	0.6880093136130911
REF00396	chr21	19650000	0.6880093136130911
REF00397	chr21	22500000	0.8732641380528361
REF00398	chr21	23250000	1.3514058449221262
REF00399	chr21	23750000	1.3514058449221262
REF00400	chr21	24300000	1.9579857972192516
REF00401	chr21	25000000	1.173038203651604
REF00402	chr21	33100000	1.173038203651604
REF00403	chr21	33200000	1.173038203651604
REF00404	chr21	34150000	1.1495107835273928
REF00405	chr21	42500000	-0.0
REF00406	chr21	42750000	2.1128585703749274
REF00407	chr21	44950000	2.1128585703749274
REF00408	chr21	45050000	2.1128585703749274
REF00409	chr21	45100000	2.1128585703749274
REF00410	chr22	10500000	0.0020000059398117102
REF00411	chr22	12900000	0.0024820708281335425
REF00412	chr22	15150000	0.0024820708281335425
REF00413	chr22	27700000	1.354697746068903
REF00414	chr22	27750000	1.354697746068903
REF00415	chr22	30200000	1.8794750972177587
REF00416	chr22	30650000	1.8794750972177587
REF00417	chr22	32550000	1.8480041543952321
REF00418	chr22	33250000	1.5821791880692342
REF00419	chr22	33450000	1.5821791880692342
REF00420	chr22	33600000	1.4132640111553754
REF00421	chr22	34550000	1.4132640111553754
REF00422	chr22	35050000	1.5449423451554711
REF00423	chr22	35650000	1.8228097594703723
REF00424	chr22	36250000	1.7709580029798668
REF00425	chr22	37200000	1.7709580029798668
REF00426	chr22	38050000	3.086440543769259
REF00427	chr22	38650000	3.547476187005784
REF00428	chr22	39750000	3.547476187005784
REF00429	chr22	41200000	3.671404313456931
REF00430	chr22	42150000	3.671404313456931
REF00431	chr22	42200000	3.671404313456931
REF00432	chr22	42800000	4.245280851186507
REF00433	chr22	45650000	4.90937714245529
REF00434	chr22	45800000	6.764484522702628
REF00435	chr22	46050000	6.764484522702628
REF00436	chr22	47100000	5.189156331537157
REF00437	chr22	48250000	4.16639609085519
REF00438	chr22	49700000	4.16639609085519
REF00439	chr22	50200000	1.1387815306456677
REF00440	chr3	800000	2.1886389815776326
REF00441	chr3	2550000	1.7827853366582098
REF00442	chr3	4250000	1.7827853366582098
REF00443	chr3	5250000	1.987970129963278
REF00444	chr3	11100000	1.987970129963278
REF00445	chr3	12800000	1.9161959520404908
REF00446	chr3	14950000	1.9161959520404908
REF00447	chr3	26150000	2.115309990180195
REF00448	chr3	40300000	2.115309990180195
REF00449	chr3	40350000	1.475645317077512
REF00450	chr3	53650000	1.3503608661103526
REF00451	chr3	56100000	1.3503608661103526
REF00452	chr3	57200000	1.5197657814505081
REF00453	chr3	57950000	1.4677995906659982
REF00454	chr3	59900000	1.1618283992182203
REF00455	chr3	61000000	1.1618283992182203
REF00456	chr3	73000000	1.4439972552971032
REF00457	chr3	73050000	0.7297478700584321
REF00458	chr3	90250000	0.7297478700584321
REF00459	chr3	90400000	0.7297478700584321
REF00460	chr3	90450000	0.7297478700584321
REF00461	chr3	91550000	3.565298822501823
REF00462	chr3	91600000	1.2679993447922318
REF00463	chr3	93650000	1.2679993447922318
REF00464	chr3	93700000	3.4256125825963326
REF00465	chr3	95300000	2.507116436594862
REF00466	chr3	97350000	2.507116436594862
REF00467	chr3	101850000	2.5197122709402007
REF00468	chr3	107150000	2.5197122709402007
REF00469	chr3	108850000	2.377608205557167
REF00470	chr3	109450000	2.377608205557167
REF00471	chr3	111450000	2.5309570055875996
REF00472	chr3	112750000	2.5923023589844547
REF00473	chr3	116350000	2.4358343070114477
REF00474	chr3	118900000	2.4358343070114477
REF00475	chr3	123850000	2.64359834923808
REF00476	chr3	124000000	2.3927538665815287
REF00477	chr3	126000000	2.2090008900751514
REF00478	chr3	126850000	2.0845478658357584
REF00479	chr3	127850000	2.0845478658357584
REF00480	chr3	129650000	2.295481810315625
REF00481	chr3	134600000	2.1842121645884225
REF00482	chr3	135750000	2.1842121645884225
REF00483	chr3	135800000	2.1842121645884225
REF00484	chr3	137250000	2.5801322216471303
REF00485	chr3	137900000	2.5801322216471303
REF00486	chr3	139650000	2.623627678034829
REF00487	chr3	141300000	2.623627678034829
REF00488	chr3	142900000	2.7456885758319207
REF00489	chr3	148650000	2.7456885758319207
REF00490	chr3	154050000	2.8073968192982877
REF00491	chr3	156700000	2.8073968192982877
REF00492	chr3	156750000	3.7259879279148413
REF00493	chr3	156900000	3.7259879279148413
REF00494	chr3	157100000	3.7259879279148413
REF00495	chr3	159600000	3.7259879279148413
REF00496	chr3	159750000	3.130543178608129
REF00497	chr3	160050000	3.130543178608129
REF00498	chr3	160650000	3.130543178608129
REF00499	chr3	168300000	3.130543178608129
REF00500	chr3	173100000	3.2418087909014637
REF00501	chr3	174600000	3.2418087909014637
REF00502	chr3	174850000	3.446669581737873
REF00503	chr3	181950000	3.1423872910568726
REF00504	chr3	182800000	3.1423872910568726
REF00505	chr3	183050000	3.5606435076221548
REF00506	chr3	183250000	3.5606435076221548
REF00507	chr3	183300000	3.5606435076221548
REF00508	chr3	183500000	2.140502024432738
REF00509	chr3	197650000	2.140502024432738
REF00510	chr4	20150000	1.4480907328239732
REF00511	chr4	22100000	1.4480907328239732
REF00512	chr4	42150000	1.4480907328239732
REF00513	chr4	48500000	1.4480907328239732
REF00514	chr4	49050000	1.4480907328239732
REF00515	chr4	99750000	1.4480907328239732
REF00516	chr4	99800000	1.4480907328239732
REF00517	chr4	102350000	1.4806667773411757
REF00518	chr4	130100000	1.3566692115253345
REF00519	chr4	137450000	1.3566692115253345
REF00520	chr4	186900000	1.349397131384547
REF00521	chr5	500000	2.5768186365496866
REF00522	chr5	1650000	2.5768186365496866
REF00523	chr5	2500000	2.5768186365496866
REF00524	chr5	2600000	2.5768186365496866
REF00525	chr5	2950000	2.5768186365496866
REF00526	chr5	3650000	4.480407644104181
REF00527	chr5	4150000	6.5528840309776175
REF00528	chr5	4350000	3.1205060310203505
REF00529	chr5	9900000	3.1205060310203505
REF00530	chr5	11850000	3.670320378665628
REF00531	chr5	12100000	3.670320378665628
REF00532	chr5	15000000	3.1783786332310315
REF00533	chr5	15300000	2.2918696607992946
REF00534	chr5	16300000	2.2918696607992946
REF00535	chr5	17100000	2.866551105602328
REF00536	chr5	29750000	2.866551105602328
REF00537	chr5	41200000	2.866551105602328
REF00538	chr5	43400000	3.313624211544497
REF00539	chr5	43800000	2.3845433325416376
REF00540	chr5	44150000	2.3845433325416376
REF00541	chr5	45950000	1.8731478787272653
REF00542	chr5	47200000	1.8731478787272653
REF00543	chr5	47350000	1.8731478787272653
REF00544	chr5	49650000	2.9539491675826723
REF00545	chr5	49700000	2.9539491675826723
REF00546	chr5	50400000	2.9539491675826723
REF00547	chr5	52750000	2.9539491675826723
REF00548	chr5	52800000	0.9983931908434414
REF00549	chr5	59850000	0.9983931908434414
REF00550	chr5	69800000	0.91748088121386
REF00551	chr5	71300000	0.91748088121386
REF00552	chr5	114250000	2.0699412197425877
REF00553	chr6	350000	2.070266365047103
REF00554	chr6	56450000	2.070266365047103
REF00555	chr6	58250000	2.425168518805647
REF00556	chr6	58600000	1.2562076847071897
REF00557	chr6	59800000	1.2562076847071897
REF00558	chr6	61400000	2.1215138542824485
REF00559	chr7	100000	1.6875321641372931
REF00560	chr7	5650000	1.6875321641372931
REF00561	chr7	5950000	2.0907588937892654
REF00562	chr7	6700000	2.0907588937892654
REF00563	chr7	32500000	2.0907588937892654
REF00564	chr7	32850000	2.0907588937892654
REF00565	chr7	33950000	2.0907588937892654
REF00566	chr7	34900000	2.2878413307747483
REF00567	chr7	35250000	2.2002066006579475
REF00568	chr7	35600000	2.2002066006579475
REF00569	chr7	36750000	2.2612257012935224
REF00570	chr7	38750000	2.2612257012935224
REF00571	chr7	40550000	2.27651978858789
REF00572	chr7	52100000	2.27651978858789
REF00573	chr7	52150000	1.835685615449926
REF00574	chr7	53200000	1.835685615449926
REF00575	chr7	53950000	2.2448623736425586
REF00576	chr7	56050000	2.3508280211095864
REF00577	chr7	56950000	1.8521410867461074
REF00578	chr7	58050000	1.8521410867461074
REF00579	chr7	58100000	1.8521410867461074
REF00580	chr7	58150000	1.8521410867461074
REF00581	chr7	60800000	1.4727055403522273
REF00582	chr7	60850000	1.4727055403522273
REF00583	chr7	60900000	1.4727055403522273
REF00584	chr7	62250000	1.4727055403522273
REF00585	chr7	63450000	1.4727055403522273
REF00586	chr7	63750000	1.8050615102440373
REF00587	chr7	63850000	1.4053358988751554
REF00588	chr7	64250000	1.4053358988751554
REF00589	chr7	65050000	1.8126884653088018
REF00590	chr7	67300000	2.329115202864509
REF00591	chr7	67350000	1.5218160677664023
REF00592	chr7	70100000	1.5218160677664023
REF00593	chr7	70400000	1.5218160677664023
REF00594	chr7	72500000	1.5218160677664023
REF00595	chr7	76450000	1.9632847051921969
REF00596	chr7	77200000	2.1267760128779245
REF00597	chr7	79350000	2.1267760128779245
REF00598	chr7	83700000	2.196854010125994
REF00599	chr7	85350000	2.0728486769409873
REF00600	chr7	86950000	1.619468043359564
REF00601	chr7	87150000	1.619468043359564
REF00602	chr7	87200000	1.619468043359564
REF00603	chr7	91900000	2.1151173374938277
REF00604	chr7	94250000	2.116095150668795
REF00605	chr7	98200000	1.9297020371846414
REF00606	chr7	102300000	1.9297020371846414
REF00607	chr7	102700000	1.9297020371846414
REF00608	chr7	142800000	1.90888210129184
REF00609	chr7	148500000	1.90888210129184
REF00610	chr7	151050000	2.1260636664223225
REF00611	chr7	151450000	2.1260636664223225
REF00612	chr7	152850000	2.13950789105303
REF00613	chr7	153400000	1.8937357071795773
REF00614	chr7	154900000	1.8937357071795773
REF00615	chr7	155600000	2.174780805266409
REF00616	chr7	157550000	1.9665118774793169
REF00617	chr7	158600000	1.9665118774793169
REF00618	chr8	350000	1.0528748787786675
REF00619	chr8	5850000	1.0528748787786675
REF00620	chr8	7050000	1.339835608801869
REF00621	chr8	7500000	0.397368660407162
REF00622	chr8	8100000	0.397368660407162
REF00623	chr8	12650000	1.4040594277861806
REF00624	chr8	20250000	1.103406206074002
REF00625	chr8	21800000	1.103406206074002
REF00626	chr8	33950000	1.09938827637457
REF00627	chr8	36950000	0.7145961270624092
REF00628	chr8	40350000	0.7145961270624092
REF00629	chr8	40400000	0.7145961270624092
REF00630	chr8	40800000	2.470177990478799
REF00631	chr8	42200000	2.470177990478799
REF00632	chr8	42850000	1.3308795431713931
REF00633	chr8	45900000	1.3308795431713931
REF00634	chr8	46550000	1.9659289736458527
REF00635	chr8	53100000	2.624067806498672
REF00636	chr8	53650000	3.4950667283048578
REF00637	chr8	54050000	3.439919967835371
REF00638	chr8	55450000	3.439919967835371
REF00639	chr8	55950000	2.718941290682877
REF00640	chr8	66300000	2.718941290682877
REF00641	chr8	67300000	2.7129190498013886
REF00642	chr8	73200000	2.7129190498013886
REF00643	chr8	75550000	2.685682946438171
