segment_id	chrom	side	sequence_cn	connected_cn	source_cn	generic_source_cn	reciprocal_source_cn	connected_fraction	source_penalty	source_allowed	is_unresolved_cn_step	is_sv_breakend	is_reciprocal_latent_side	is_telomere
SEQ020	X	R	1.3095761928422682	1.3095759443885377	2.484537303952279e-07	2.4841279009762277e-07	4.094029760516042e-11	0.9999998102792859	1000.0	True	True	False	True	False
SEQ021	X	L	4.262205046269171	2.3745351496004927	1.8876698966686785	1.8876698966686785	0.0	0.5571142457538476	1000.0	True	True	True	False	False
SEQ021	X	R	4.262205046269171	4.262205046269171	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ022	X	L	4.262205046269171	4.26220504141184	4.857331356135784e-09	4.857331356135784e-09	0.0	0.9999999988603713	0.0	False	False	False	True	False
SEQ022	X	R	4.262205046269171	4.262205041551626	4.71754557216558e-09	4.71754557216558e-09	0.0	0.9999999988931679	0.0	False	False	False	True	False
SEQ023	X	L	4.262205046269171	4.262205046269171	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ023	X	R	4.262205046269171	1.903559715405216	2.3586453308639554	2.3586453308639554	0.0	0.4466138289314484	1000.0	True	True	False	False	False
SEQ024	X	L	1.9035599416745306	1.9035596932386531	2.48435877472334e-07	2.48435877472334e-07	0.0	0.9999998694888078	1000.0	True	True	False	False	False
SEQ024	X	R	1.9035599416745306	1.9035598219492686	1.1972526195678458e-07	1.1972526195678458e-07	0.0	0.9999999371045485	1000.0	True	True	True	False	False
SEQ025	X	L	1.0090516338446813	0.7872434653114511	0.2218081685332303	0.2218081685332303	0.0	0.7801815476101076	1000.0	True	True	False	True	False
SEQ025	X	R	1.0090516338446813	1.0090512080019511	4.258427301504041e-07	4.258427301504041e-07	0.0	0.9999995779772651	1000.0	True	True	True	False	False
SEQ026	X	L	0.10204659855635133	0.10204624226574872	3.5629060261065695e-07	3.5629060261065695e-07	0.0	0.9999965085499405	1000.0	True	True	False	True	False
SEQ026	X	R	0.10204659855635133	0.10204635053892044	2.4801743088166666e-07	2.4801743088166666e-07	0.0	0.9999975695668999	1000.0	True	True	False	False	False
SEQ027	X	L	1.340062231564462	0.10204636216840024	1.2380158693960617	1.2380158693960617	0.0	0.07615046507897304	1000.0	True	True	False	False	False
SEQ027	X	R	1.340062231564462	1.3400622268329885	4.731473347436822e-09	4.731473347436822e-09	0.0	0.9999999964692137	0.0	False	False	False	True	False
SEQ028	X	L	1.340062231564462	1.340062231564462	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ028	X	R	1.340062231564462	1.167736540261814	0.1723256913026478	0.1723256913026478	0.0	0.8714047099876359	1000.0	True	True	False	True	False
SEQ029	X	L	2.677524915639995	2.6775247957260473	1.1991394783515245e-07	1.1991394783515245e-07	0.0	0.9999999552146287	1000.0	True	True	True	False	False
SEQ029	X	R	2.677524915639995	2.6775125530755877	1.2362564407188513e-05	1.2362564407188513e-05	0.0	0.9999953828387048	1000.0	True	True	True	False	False
SEQ030	X	L	1.1677245478713043	1.1677242959786531	2.5189265109504816e-07	2.518712413443509e-07	2.140975069721952e-11	0.9999997842876116	1000.0	True	True	False	True	False
SEQ030	X	R	1.1677245478713043	0.010706043912628749	1.1570185039586756	1.1570185039586756	0.0	0.009168295667111958	1000.0	True	True	True	False	False
SEQ031	X	L	0.0107062718435	0.010706027287246633	2.445562533679711e-07	2.4438372438499117e-07	1.7252898297990813e-10	0.9999771576645033	1000.0	True	True	False	True	False
SEQ031	X	R	0.0107062718435	0.010706027389132382	2.4445436761756665e-07	2.4445436761756665e-07	0.0	0.9999771671809579	1000.0	True	True	False	False	False
SEQ032	X	L	6.156882346612249	0.010706085090621542	6.146176261521627	6.146176261521627	0.0	0.0017388808958664669	1000.0	True	True	False	False	False
SEQ032	X	R	6.156882346612249	6.156882098162673	2.4844957597741824e-07	2.4844957597741824e-07	0.0	0.9999999596468535	1000.0	True	True	False	False	False
SEQ033	X	L	10.41289992008648	6.156882138160908	4.256017781925571	4.256017781925571	0.0	0.5912744946567944	1000.0	True	True	False	False	False
SEQ033	X	R	10.41289992008648	10.412899671639872	2.48446608051976e-07	2.48446608051976e-07	0.0	0.999999976140498	1000.0	True	True	False	False	False
SEQ034	X	L	17.911323009740034	10.412899742110318	7.4984232676297164	7.4984232676297164	0.0	0.5813584924155444	1000.0	True	True	False	False	False
SEQ034	X	R	17.911323009740034	17.911322761294507	2.4844552858217973e-07	2.4844552858217973e-07	0.0	0.9999999861291359	1000.0	True	True	False	False	False
SEQ035	X	L	30.807292680853074	17.911322882491262	12.895969798361813	12.895969798361813	0.0	0.5813987963188749	1000.0	True	True	False	False	False
SEQ035	X	R	30.807292680853074	1.1118021212984246	29.69549055955465	29.69549055955465	0.0	0.03608892650243871	1000.0	True	True	False	False	False
SEQ036	X	L	1.1118020905977581	1.1118018422197555	2.4837800259551256e-07	2.4837800259551256e-07	0.0	0.9999997765987267	1000.0	True	True	False	False	False
SEQ036	X	R	1.1118020905977581	1.1118018419495643	2.486481938448093e-07	2.486481938448093e-07	0.0	0.9999997763557058	1000.0	True	True	False	False	False
SEQ037	X	L	1.3178626336250763	1.1118018438884858	0.20606078973659045	0.20606078973659045	0.0	0.8436401606062885	1000.0	True	True	False	False	False
SEQ037	X	R	1.3178626336250763	1.3178626287826367	4.842439634312818e-09	4.842439634312818e-09	0.0	0.9999999963255354	0.0	False	False	False	True	False
SEQ038	X	L	1.3178626336250763	1.3178626336250763	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ038	X	R	1.3178626336250763	1.3178626336250763	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ039	X	L	1.3178626336250763	1.3178626287826367	4.8424396336687945e-09	4.8424396336687945e-09	0.0	0.9999999963255354	0.0	False	False	False	True	False
SEQ039	X	R	1.3178626336250763	1.109492318553197	0.2083703150718791	0.2083703150718791	0.0	0.8418876825586062	1000.0	True	True	False	False	False
SEQ040	X	L	1.1094925652381435	1.1094923165926038	2.486455397025751e-07	2.486455397025751e-07	0.0	0.999999775892559	1000.0	True	True	False	False	False
SEQ040	X	R	1.1094925652381435	1.1094923168247848	2.484133587080072e-07	2.484133587080072e-07	0.0	0.9999997761018266	1000.0	True	True	False	False	False
SEQ041	X	L	3.4041627201694484	1.1094923383898903	2.294670381779558	2.294670381779558	0.0	0.325922239796652	1000.0	True	True	False	False	False
SEQ041	X	R	3.4041627201694484	1.1320986750486108	2.2720640451208376	2.2720640451208376	0.0	0.33256303182600466	1000.0	True	True	False	False	False
SEQ042	X	L	1.1320989021106738	1.132098653695947	2.484147266993358e-07	2.484147266993358e-07	0.0	0.9999997805715328	1000.0	True	True	False	False	False
SEQ042	X	R	1.1320989021106738	1.0387640753646872	0.09333482674598663	0.09333482674598663	0.0	0.9175559427078552	1000.0	True	True	False	True	False
SEQ043	X	L	3.088914632193749	3.088914512136996	1.2005675289236255e-07	1.2005675289236255e-07	0.0	0.9999999611330298	1000.0	True	True	True	False	False
SEQ043	X	R	3.088914632193749	1.3379273228096762	1.7509873093840727	1.7509873093840727	0.0	0.4331383291934745	1000.0	True	True	False	False	False
SEQ044	X	L	1.337927554786112	1.3379273063539485	2.484321635709628e-07	2.484321635709628e-07	0.0	0.9999998143156835	1000.0	True	True	False	False	False
SEQ044	X	R	1.337927554786112	1.337927546895753	7.890359037363272e-09	7.890359037363272e-09	0.0	0.9999999941025514	0.0	False	False	False	True	False
SEQ045	X	L	1.337927554786112	1.337927554786112	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ045	X	R	1.337927554786112	1.337927549979382	4.806730181209903e-09	4.806730181209903e-09	0.0	0.9999999964073315	0.0	False	False	False	True	False
SEQ046	X	L	1.337927554786112	1.337927554786112	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ046	X	R	1.337927554786112	1.3379273063142842	2.484718277167403e-07	2.484310493869982e-07	4.077832974210159e-11	0.9999998142860375	1000.0	True	True	False	True	False
SEQ047	X	L	3.6500089460643173	2.3166195614748126	1.3333893845895048	1.3333893845895048	0.0	0.6346887352078263	1000.0	True	True	True	False	False
SEQ047	X	R	3.6500089460643173	3.6500089460643173	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ048	X	L	3.6500089460643173	3.650008941149359	4.9149580923380795e-09	4.9149580923380795e-09	0.0	0.9999999986534394	0.0	False	False	False	True	False
SEQ048	X	R	3.6500089460643173	3.6500088097464025	1.363179149467468e-07	1.363179149467468e-07	0.0	0.9999999626527176	1000.0	True	True	True	False	False
SEQ049	X	L	2.041175173975813	2.0411729282964117	2.2456794012153946e-06	2.2456794012153946e-06	0.0	0.9999988998105456	1000.0	True	True	False	True	False
SEQ049	X	R	2.041175173975813	2.0411749254973643	2.4847844868362806e-07	2.4847844868362806e-07	0.0	0.9999998782669652	1000.0	True	True	False	False	False
SEQ050	X	L	3.01759669285469	2.0411749346741255	0.9764217581805643	0.9764217581805643	0.0	0.6764240362230596	1000.0	True	True	False	False	False
SEQ050	X	R	3.01759669285469	3.01759669285469	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ051	X	L	3.01759669285469	3.017596688125029	4.72966074903524e-09	4.72966074903524e-09	0.0	0.9999999984326399	0.0	False	False	False	True	False
SEQ051	X	R	3.01759669285469	2.0154469770771737	1.0021497157775159	1.0021497157775159	0.0	0.6678980600189258	1000.0	True	True	False	False	False
SEQ052	X	L	2.015447216135025	2.0154469676586397	2.4847638535564545e-07	2.4847638535564545e-07	0.0	0.99999987671402	1000.0	True	True	False	False	False
SEQ052	X	R	2.015447216135025	2.015446967327045	2.4880797992299183e-07	2.487703474224208e-07	3.7632500571060756e-11	0.9999998765494933	1000.0	True	True	False	True	False
SEQ053	X	L	3.2406877065321793	3.0251334176161704	0.2155542889160089	0.2155542889160089	0.0	0.9334850166273285	1000.0	True	True	True	False	False
SEQ053	X	R	3.2406877065321793	3.2406877065321793	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ054	X	L	3.2406877065321793	3.240687701711631	4.8205485158883436e-09	4.8205485158883436e-09	0.0	0.9999999985124921	0.0	False	False	False	True	False
SEQ054	X	R	3.2406877065321793	2.732859875748019	0.5078278307841605	0.5078278307841605	0.0	0.8432962763550022	1000.0	True	True	True	False	False
SEQ055	X	L	2.1728671948196214	2.1728669462247385	2.485948828999033e-07	2.4855529903367416e-07	3.95838662291515e-11	0.9999998855913129	1000.0	True	True	False	True	False
SEQ055	X	R	2.1728671948196214	2.1728671856179735	9.201647674727968e-09	9.201647674727968e-09	0.0	0.9999999957652046	0.0	False	False	False	True	False
SEQ056	X	L	2.1728671948196214	2.1728671948196214	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ056	X	R	2.1728671948196214	2.172866946369679	2.484499424784784e-07	2.484499424784784e-07	0.0	0.9999998856580177	1000.0	True	True	False	False	False
SEQ057	X	L	3.9762266645938684	2.172866963317767	1.8033597012761018	1.8033597012761018	0.0	0.5464645621603926	1000.0	True	True	False	False	False
SEQ057	X	R	3.9762266645938684	3.9762266645938684	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ058	X	L	3.9762266645938684	3.97622665978981	4.8040586709913525e-09	4.8040586709913525e-09	0.0	0.9999999987918047	0.0	False	False	False	True	False
SEQ058	X	R	3.9762266645938684	3.863323896877224	0.11290276771664454	0.11290276771664454	0.0	0.9716055503772	1000.0	True	True	True	False	False
SEQ059	X	L	2.254488264189543	2.2544880151323228	2.490572203676461e-07	2.4902246400277105e-07	3.475636487500834e-11	0.9999998895282693	1000.0	True	True	False	True	False
SEQ059	X	R	2.254488264189543	1.0097510608616989	1.244737203327844	1.244737203327844	0.0	0.4478848157697952	1000.0	True	True	False	False	False
SEQ060	X	L	1.0097512975966858	1.009751049163733	2.484329528933746e-07	2.484329528933746e-07	0.0	0.999999753966196	1000.0	True	True	False	False	False
SEQ060	X	R	1.0097512975966858	1.009751049095908	2.485007777163871e-07	2.485007777163871e-07	0.0	0.9999997538990261	1000.0	True	True	False	False	False
SEQ061	X	L	1.5123583253691026	1.0097510538200223	0.5026072715490804	0.5026072715490804	0.0	0.6676665423014647	1000.0	True	True	False	False	False
SEQ061	X	R	1.5123583253691026	1.4491774591481357	0.06318086622096702	0.06318086622096702	0.0	0.9582236133056978	1000.0	True	True	False	True	False
SEQ062	X	L	2.00917050326763	2.0091703833172825	1.1995034727695312e-07	1.1995034727695312e-07	0.0	0.9999999402985723	1000.0	True	True	True	False	False
SEQ062	X	R	2.00917050326763	2.00917050326763	0.0	0.0	0.0	1.0	0.0	False	False	True	False	False
SEQ063	X	L	2.00917050326763	2.0091704984457732	4.821856490094825e-09	4.821856490094825e-09	0.0	0.999999997600076	0.0	False	False	False	True	False
SEQ063	X	R	2.00917050326763	2.0091653621800885	5.141087541517989e-06	5.141087541517989e-06	0.0	0.9999974411890215	1000.0	True	True	False	True	False
SEQ064	X	L	3.0188519370411195	3.0188518105738567	1.2646726281365192e-07	1.2646726281365192e-07	0.0	0.9999999581074973	1000.0	True	True	True	False	False
SEQ064	X	R	3.0188519370411195	2.9753744404648916	0.043477496576228125	0.043477496576228125	0.0	0.9855980029882347	1000.0	True	True	True	False	False
SEQ065	X	L	1.8322292171137968	1.8322289675798702	2.4953392667209056e-07	2.495065938766933e-07	2.733279539729465e-11	0.9999998638085649	1000.0	True	True	False	True	False
SEQ065	X	R	1.8322292171137968	1.8322290972632462	1.198505506584893e-07	1.198505506584893e-07	0.0	0.9999999345875781	1000.0	True	True	True	False	False
SEQ066	X	L	0.9421965797317324	0.8535368554530754	0.08865972427865694	0.08865972427865694	0.0	0.9059010336209237	1000.0	True	True	False	True	False
SEQ066	X	R	0.9421965797317324	0.9421963312589812	2.4847275126542537e-07	2.4843161042436846e-07	4.1140841056937976e-11	0.9999997362835351	1000.0	True	True	False	True	False
SEQ067	X	L	2.1262334405646675	0.9421965417874616	1.1840368987772059	1.1840368987772059	0.0	0.44312939671254575	1000.0	True	True	True	False	False
SEQ067	X	R	2.1262334405646675	0.018174784131758326	2.108058656432909	2.108058656432909	0.0	0.008547878038702852	1000.0	True	True	False	False	False
SEQ068	X	L	0.01817501040124661	0.018174764354299232	2.460469473786752e-07	2.460469473786752e-07	0.0	0.9999864623490196	1000.0	True	True	False	False	False
SEQ068	X	R	0.01817501040124661	1.7093886722774343e-10	0.018175010230307743	0.018175010230307743	0.0	9.405159251849388e-09	0.0	True	False	False	False	True
