segment_id	chrom	side	sequence_cn	connected_cn	source_cn	connected_fraction	source_penalty	source_allowed	is_unresolved_cn_step	is_sv_breakend	is_telomere
SEQ017	chrX	R	0.783741610556954	0.7752213349442146	0.008520275612739376	0.9891287185751378	1000.0	True	True	False	False
SEQ018	chrX	L	1.4676683517854339	1.4637595190611874	0.003908832724246443	0.9973367057213632	1000.0	True	True	True	False
SEQ018	chrX	R	1.4676683517854339	1.3857999064011743	0.0818684453842596	0.9442187022124816	1000.0	True	True	True	False
SEQ019	chrX	L	0.6969755731167796	0.6967799890020632	0.00019558411471643443	0.999719381679559	1000.0	True	True	False	False
SEQ019	chrX	R	0.6969755731167796	0.0555068178849869	0.6414687552317927	0.07963954552491416	1000.0	True	True	True	False
SEQ020	chrX	L	0.05651665927231614	0.05566900580256666	0.0008476534697494809	0.9850017060338757	1000.0	True	True	False	False
SEQ020	chrX	R	0.05651665927231614	0.05651665927231614	0.0	1.0	1000.0	True	True	False	False
SEQ021	chrX	L	0.6951036376317878	0.6898047469234082	0.0052988907083796255	0.9923768335806256	1000.0	True	True	True	False
SEQ021	chrX	R	0.6951036376317878	0.6950972370400869	6.4005917010337615e-06	0.9999907918886416	1000.0	True	True	False	False
SEQ022	chrX	L	1.111025554285028	0.6951242331888503	0.41590132109617767	0.6256599864043448	1000.0	True	True	False	False
SEQ022	chrX	R	1.111025554285028	0.6584801077278895	0.45254544655713863	0.5926777338183166	1000.0	True	True	False	False
SEQ023	chrX	L	0.7264774892099992	0.6584788895966482	0.067998599613351	0.9063995779314574	1000.0	True	True	False	False
SEQ023	chrX	R	0.7264774892099992	0.6962100437781629	0.03026744543183638	0.9583367057047419	1000.0	True	True	False	False
SEQ024	chrX	L	1.2589055079217706	1.2568274823877936	0.002078025533977064	0.9983493395485993	1000.0	True	True	True	False
SEQ024	chrX	R	1.2589055079217706	1.2589055079217706	0.0	1.0	0.0	False	False	True	False
SEQ025	chrX	L	1.2589055079217706	1.2589055079217706	0.0	1.0	0.0	False	False	False	False
SEQ025	chrX	R	1.2589055079217706	1.2589055079217706	0.0	1.0	0.0	False	False	False	False
SEQ026	chrX	L	1.2589055079217706	1.2589055079217706	0.0	1.0	0.0	False	False	True	False
SEQ026	chrX	R	1.2589055079217706	1.2589055079217706	0.0	1.0	1000.0	True	True	False	False
SEQ027	chrX	L	2.0984152538111545	1.9890210817863725	0.10939417202478201	0.9478681963323992	1000.0	True	True	True	False
SEQ027	chrX	R	2.0984152538111545	2.0980700713590568	0.0003451824520974736	0.9998355032677776	1000.0	True	True	True	False
SEQ028	chrX	L	1.449409243354023	1.3892726445047263	0.06013659884929684	0.958509579592485	1000.0	True	True	False	False
SEQ028	chrX	R	1.449409243354023	1.449409243354023	0.0	1.0	0.0	False	False	False	False
SEQ029	chrX	L	1.449409243354023	1.449409243354023	0.0	1.0	0.0	False	False	True	False
SEQ029	chrX	R	1.449409243354023	0.9301738403895446	0.5192354029644785	0.6417606653570558	1000.0	True	True	False	False
SEQ030	chrX	L	2.053940657670214	0.9301736563351317	1.1237670013350824	0.4528727024617294	1000.0	True	True	False	False
SEQ030	chrX	R	2.053940657670214	2.053940657670214	0.0	1.0	0.0	False	False	True	False
SEQ031	chrX	L	2.053940657670214	2.053940657670214	0.0	1.0	0.0	False	False	False	False
SEQ031	chrX	R	2.053940657670214	2.053940657670214	0.0	1.0	1000.0	True	True	True	False
SEQ032	chrX	L	1.4980720374358223	1.4641444999743916	0.0339275374614307	0.9773525327129776	1000.0	True	True	False	False
SEQ032	chrX	R	1.4980720374358223	0.9654228124934782	0.5326492249423441	0.6444435169792941	1000.0	True	True	False	False
SEQ033	chrX	L	2.223087910673381	0.9654566547026626	1.2576312559707186	0.4342863141252126	1000.0	True	True	True	False
SEQ033	chrX	R	2.223087910673381	1.5405660588510188	0.6825218518223622	0.6929847674734446	1000.0	True	True	True	False
SEQ034	chrX	L	1.44138426376578	0.8318077215388391	0.609576542226941	0.577089498233904	1000.0	True	True	False	False
SEQ034	chrX	R	1.44138426376578	0.7089852631079562	0.7323990006578239	0.4918780376134062	1000.0	True	True	True	False
SEQ035	chrX	L	0.7113443407363235	0.7087401389854334	0.0026042017508900862	0.9963390420057403	1000.0	True	True	False	False
SEQ035	chrX	R	0.7113443407363235	0.597722994271863	0.11362134646446038	0.8402723688687124	1000.0	True	True	False	False
SEQ036	chrX	L	1.3753006156976986	1.1876011713327401	0.1876994443649585	0.8635211515049477	1000.0	True	True	True	False
SEQ036	chrX	R	1.3753006156976986	1.3753006156976986	0.0	1.0	0.0	False	False	False	False
SEQ037	chrX	L	1.3753006156976986	1.3753006156976986	0.0	1.0	0.0	False	False	True	False
SEQ037	chrX	R	1.3753006156976986	1.3752039728412315	9.664285646711114e-05	0.9999297296493843	1000.0	True	True	False	False
SEQ038	chrX	L	1.9740503670359835	1.3750601965443683	0.5989901704916151	0.6965679394538484	1000.0	True	True	False	False
SEQ038	chrX	R	1.9740503670359835	1.888362961192655	0.08568740584332848	0.9565931005235762	1000.0	True	True	True	False
SEQ039	chrX	L	1.3277467517765034	1.3277454304466412	1.321329862276376e-06	0.9999990048329168	1000.0	True	True	False	False
SEQ039	chrX	R	1.3277467517765034	1.3277467517765034	0.0	1.0	1000.0	True	True	True	False
SEQ040	chrX	L	0.6980101885059972	0.5978878031498205	0.10012238535617671	0.85656028091728	1000.0	True	True	False	False
SEQ040	chrX	R	0.6980101885059972	0.6980101885059972	0.0	1.0	0.0	False	False	False	False
SEQ041	chrX	L	0.6980101885059972	0.6980101885059972	0.0	1.0	0.0	False	False	True	False
SEQ041	chrX	R	0.6980101885059972	0.685471413330205	0.012538775175792145	0.9820364009261386	1000.0	True	True	False	False
SEQ042	chrX	L	1.3090343907109219	0.6855302606125524	0.6235041300983695	0.5236915588140114	1000.0	True	True	False	False
SEQ042	chrX	R	1.3090343907109219	1.6298074001497298e-13	1.3090343907107589	1.2450455173027194e-13	0.0	True	False	False	True
